class,feature,n_positive,n_negative,class_min,class_p10,class_p25,class_median,class_p75,class_p90,class_max,class_mean,class_std,other_min,other_p10,other_p25,other_median,other_p75,other_p90,other_max,other_mean,other_std,median_gap,auc,strength,direction,recommendation
02_Out_of_Focus,line_angle_std,50,250,0.0,0.0,5.289354672764957,5.819379038551007,6.320510129630822,19.636053700593163,26.91413592229214,7.367897436829555,6.664502875693289,0.0,0.0,4.982138931193791,5.516824776118764,6.027143087706945,6.603513560399024,25.759349708497364,5.457322057522404,3.4819312056380993,0.3025542624322437,0.5872,0.1744000000000001,HIGH,DROP
02_Out_of_Focus,long_line_count,50,250,0.0,0.0,47.0,1230.0,1250.5,1275.5,1304.0,820.74,568.180176000536,0.0,2.0,1195.0,1210.0,1223.0,1245.0,1351.0,984.476,477.4148818627254,20.0,0.57036,0.14071999999999996,HIGH,DROP
02_Out_of_Focus,longest_line_ratio,50,250,0.0,0.0,0.36008603236746606,0.99658203125,0.998046875,0.9990234375,0.9990234375,0.7218864751999503,0.40686551666676973,0.0,0.19486556845629568,0.9885253906249999,0.9970703125,0.998046875,0.9990234375,0.9990234375,0.8401457443239838,0.3301610065575377,-0.00048828125,0.44056,0.11887999999999999,LOW,DROP
02_Out_of_Focus,max_aspect_ratio,50,250,0.0,1.0,1.8125,2.325757575757576,2.9583333333333335,3.7750000000000004,5.0,2.34552886002886,1.1411886405040756,0.0,0.0,1.3333333333333333,2.0,3.0,4.291666666666664,47.333333333333336,3.1240877101562705,5.309092447413871,0.32575757575757613,0.55536,0.11071999999999993,HIGH,DROP
02_Out_of_Focus,max_streak_area_ratio,50,250,0.0004200935363769531,0.0007821083068847656,0.0012012720108032227,0.005557537078857422,0.008507132530212402,0.010987091064453126,0.03279924392700195,0.006270942687988282,0.006529343849308626,6.628036499023438e-05,0.0001746177673339844,0.0011550188064575195,0.004656076431274414,0.011719822883605957,0.028593254089355456,0.10162162780761719,0.010012758255004884,0.014738425971050542,0.0009014606475830078,0.48,0.040000000000000036,LOW,DROP
02_Out_of_Focus,max_streak_aspect_ratio,50,250,1.85,2.3218084532855117,2.473836810101825,3.212499851627547,3.6,5.291666666666667,11.913043212149713,3.508165015454803,1.6530544066328963,1.5447455670105796,2.78168846478104,3.3152570299179085,4.03571416868629,9.590260046783921,24.440099509168896,62.5983877688848,9.24279761288987,11.701481905576005,-0.8232143170587434,0.25904,0.48192,LOW,DROP
02_Out_of_Focus,max_streak_length_ratio,50,250,0.021076067653102055,0.03351974607867295,0.03896876671601908,0.07945336591215672,0.1003729067553344,0.13325665715339577,0.221352572054335,0.07896546811957761,0.04659023832505558,0.018023021069779755,0.029390071947865633,0.04803383601719868,0.11838395943722607,0.3199243411410904,0.7069569407107216,0.8338594662793013,0.23758710140142886,0.2520681039049256,-0.03893059352506935,0.32848,0.34304,LOW,DROP
02_Out_of_Focus,mean_aspect_ratio,50,250,0.0,1.0,1.148546101971904,1.2010206425031142,1.2496864676899253,1.4413143070158487,4.0,1.194467302650195,0.5397923753524608,0.0,0.0,1.0941429133681129,1.14214542101442,1.206302520269596,1.296999327287853,1.748789068892162,0.980373668539589,0.46605058443914554,0.058875221488694285,0.66232,0.32464000000000004,HIGH,DROP
02_Out_of_Focus,mean_circularity,50,250,0.0,0.5685530102382689,0.6331745042358649,0.6853566324614627,0.765131200270809,0.8068240133576774,0.8386373492977413,0.6436744942586242,0.20621618550127077,0.0,0.0,0.7010652091532155,0.7712395623875087,0.7972610312114636,0.8096886569360976,0.8982491906543908,0.6324632165184453,0.2964989594953466,-0.08588292992604596,0.3602,0.27959999999999996,LOW,DROP
02_Out_of_Focus,mean_fwhm,50,250,0.0,10.13378231255759,13.366416770877827,19.122214288838595,25.310250511699607,28.408700340758543,32.052731109708176,18.785545459740163,8.343165517586401,0.0,0.0,11.631362777326157,17.856071727653735,21.371908957210643,24.27056958752583,43.62471439793461,15.822879119031676,8.931017732427474,1.2661425611848607,0.59672,0.19344000000000006,HIGH,DROP
02_Out_of_Focus,mean_hfr,50,250,0.0,5.6215336114043275,6.7510575292260215,9.403820497807208,11.286110346888798,13.726387289026428,14.972645274834768,8.96831805429399,3.7588045070515546,0.0,0.0,5.243695065078863,9.542974066499703,11.506900097364225,12.967991293057082,24.124919184648697,8.180745442898079,4.826051484278635,-0.1391535686924943,0.54088,0.08176000000000005,HIGH,DROP
02_Out_of_Focus,mean_hollowness,50,250,0.0,3.92156862538684e-09,0.0004201723210805118,0.022156347741484637,0.12508966078724132,0.29270272277605236,0.44699628566727,0.08270215707337,0.11490244708598867,0.0,0.0,3.92156862538684e-09,0.0017967371268638108,0.007509444221916262,0.03163839901892411,0.1860747237921805,0.010547368099132193,0.024537090998417995,0.020359610614620827,0.73712,0.47424,HIGH,DROP
02_Out_of_Focus,mean_intensity,50,250,5.642786979675293,18.088217449188235,26.73480200767517,75.10496759414673,105.24210119247437,114.86731395721435,123.23794460296631,65.96697338104248,39.851241974425186,3.546128273010254,13.887432479858399,55.51017379760742,113.4371428489685,123.78139734268188,125.89803628921509,132.2888889312744,90.2910080833435,43.114689972676665,-38.33217525482178,0.30112,0.39776,LOW,DROP
02_Out_of_Focus,mean_star_area,50,250,0.0,3.95,11.5,33.98214285714286,97.14751683501683,158.2653734061931,304.4,65.06326876950504,72.26841454469844,0.0,0.0,11.792102615694166,25.65625,37.690196572580646,61.33742946708464,373.65625,31.377662736115344,36.57620589084291,8.325892857142861,0.60932,0.21863999999999995,HIGH,DROP
02_Out_of_Focus,median_eccentricity,50,250,0.0,0.2983888251619304,0.3797263362059096,0.4976025470100528,0.6204378934288184,0.7051799724487287,0.821231546549151,0.4825767725656783,0.1912579922502146,0.0,0.0,0.3224802970549595,0.38644344680214565,0.5869765822729431,0.7407440171535363,0.8335502407041915,0.40422503498754153,0.23913218611370235,0.11115910020790715,0.60944,0.21887999999999996,HIGH,DROP
02_Out_of_Focus,median_fwhm,50,250,0.0,10.277197523330765,11.475505641639842,17.56661418254453,26.305065717255513,32.05440671291691,33.50375367601456,18.562268834230647,9.448596398386815,0.0,0.0,9.754176589826898,15.544182838790562,19.95647984235283,22.024035507995517,33.45250172050474,13.90182082410252,7.913684381624841,2.0224313437539685,0.634,0.268,HIGH,DROP
02_Out_of_Focus,median_fwhm_ratio,50,250,0.0,1.0478221288094869,1.0810069586724396,1.1528950241430564,1.3152383186221652,1.416330857607361,1.7525562917459065,1.1255237280157402,0.36593840833654473,0.0,0.0,1.0564402683801577,1.0856179465078493,1.235396530026571,1.4885749729134605,1.8102022127024129,0.989987663503284,0.4851784061822931,0.06727707763520718,0.61528,0.2305600000000001,HIGH,DROP
02_Out_of_Focus,median_hfr,50,250,0.0,5.368604744090657,6.045633509186277,8.104967459102882,10.439228375774286,13.606362478725318,15.864725084215465,8.274979140039523,3.8175852324335726,0.0,0.0,4.357133122199624,8.27311368013864,10.304162913498072,11.589139514007568,15.647176004112014,7.09227084224103,4.17535650730835,-0.16814622103575694,0.55448,0.10895999999999995,HIGH,DROP
02_Out_of_Focus,saturated_ratio,50,250,0.0,0.0,0.0,0.005054950714111328,0.020783185958862305,0.0224700927734375,0.023695945739746094,0.00941152572631836,0.00973129400362076,0.0,0.0,0.0,0.021156787872314453,0.022873401641845703,0.024209308624267577,0.02796649932861328,0.015256317138671874,0.010448763863071395,-0.016101837158203125,0.3374,0.32520000000000004,LOW,DROP
02_Out_of_Focus,sharpness,50,250,50.81089386586973,335.32576821173683,1678.1244124482769,22164.94651698568,42351.469374957334,55884.125336052355,63756.94073494189,23393.475010033566,22447.69984096217,41.67257490841439,551.8142777640825,8335.330996650717,50370.436536707355,61887.57064286556,69946.4522370569,75195.36848251251,39808.45273796842,26483.861918891456,-28205.490019721674,0.31432,0.37136,LOW,DROP
02_Out_of_Focus,star_count,50,250,0.0,1.0,6.75,50.5,134.0,290.90000000000003,450.0,95.64,116.58640744100488,0.0,0.0,5.0,57.5,203.5,328.0,822.0,126.512,163.75978094758187,-7.0,0.47992,0.040159999999999973,LOW,DROP
02_Out_of_Focus,std_intensity,50,250,20.391957708997126,22.045021112199194,26.959714244940404,42.999522888372375,54.13068426528104,57.053789089626015,59.02749640520895,40.26640725029263,13.997204416184584,21.05043528284738,23.347603232024337,35.526478701662526,56.714520564515496,59.268655029113646,60.09957197672409,63.139064867306175,48.41066875001563,14.5213547110306,-13.71499767614312,0.28928,0.42144000000000004,LOW,DROP
02_Out_of_Focus,streak_count,50,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.212,0.40872484632084705,0.0,0.394,0.21199999999999997,LOW,DROP
