candidate_type,class,against,feature,candidate,mean_auc,std_auc,min_auc,max_auc,mean_strength,std_strength,min_strength,max_strength,direction,direction_consistency,candidate_score
PAIRWISE,02_Out_of_Focus,06_Satellite,max_streak_aspect_ratio,PAIRWISE_CORE,0.05800000000000001,0.06493073232299171,0.0,0.17,0.884,0.12986146464598344,0.6599999999999999,1.0,LOW,1.0,0.8328138535354017
PAIRWISE,05_No_Star,06_Satellite,median_eccentricity,PAIRWISE_CORE,0.07599999999999998,0.048414873747640814,0.0,0.15,0.8480000000000001,0.09682974749528164,0.7,1.0,LOW,1.0,0.8319170252504718
PAIRWISE,05_No_Star,06_Satellite,median_fwhm_ratio,PAIRWISE_CORE,0.07599999999999998,0.048414873747640814,0.0,0.15,0.8480000000000001,0.09682974749528164,0.7,1.0,LOW,1.0,0.8319170252504718
PAIRWISE,02_Out_of_Focus,05_No_Star,mean_hfr,PAIRWISE_CORE,0.916,0.04397726685459205,0.86,0.99,0.8320000000000001,0.0879545337091841,0.72,0.98,HIGH,1.0,0.8316045466290817
CLASS_SPECIFIC,05_No_Star,ALL_OTHER_CLASSES,saturated_ratio,CORE,0.8952,0.015263027222671144,0.878,0.918,0.7904000000000002,0.030526054445342288,0.756,0.8360000000000001,HIGH,1.0,0.8294273945554659
PAIRWISE,05_No_Star,06_Satellite,elongated_angle_consistency,PAIRWISE_CORE,0.07999999999999999,0.05099019513592785,0.0,0.15,0.8400000000000001,0.10198039027185571,0.7,1.0,LOW,1.0,0.8278019609728146
PAIRWISE,05_No_Star,06_Satellite,elongated_angle_std,PAIRWISE_CORE,0.9199999999999999,0.05099019513592784,0.85,1.0,0.8399999999999999,0.10198039027185568,0.7,1.0,HIGH,1.0,0.8278019609728144
PAIRWISE,01_Good,05_No_Star,median_fwhm_ratio,PAIRWISE_CORE,0.916,0.039799497484264805,0.85,0.97,0.8320000000000001,0.07959899496852961,0.7,0.94,HIGH,1.0,0.8264401005031471
PAIRWISE,04_Over_Saturated,05_No_Star,mean_fwhm,PAIRWISE_CORE,0.916,0.042237424163885755,0.85,0.98,0.8320000000000001,0.08447484832777151,0.7,0.96,HIGH,1.0,0.8259525151672229
PAIRWISE,01_Good,05_No_Star,median_eccentricity,PAIRWISE_CORE,0.914,0.03720215047547656,0.85,0.96,0.8280000000000001,0.07440430095095311,0.7,0.9199999999999999,HIGH,1.0,0.8251595699049047
PAIRWISE,03_Tracking_Error,05_No_Star,median_hfr,PAIRWISE_CORE,0.917,0.04166533331199932,0.84,0.96,0.834,0.08333066662399864,0.6799999999999999,0.9199999999999999,HIGH,1.0,0.8209669333376001
PAIRWISE,03_Tracking_Error,05_No_Star,elongated_radial_alignment,PAIRWISE_CORE,0.9099999999999999,0.048989794855663564,0.85,1.0,0.82,0.09797958971132714,0.7,1.0,HIGH,1.0,0.8192020410288673
PAIRWISE,03_Tracking_Error,05_No_Star,elongated_star_count,PAIRWISE_CORE,0.9099999999999999,0.048989794855663564,0.85,1.0,0.82,0.09797958971132714,0.7,1.0,HIGH,1.0,0.8192020410288673
PAIRWISE,03_Tracking_Error,05_No_Star,elongated_star_ratio,PAIRWISE_CORE,0.9099999999999999,0.048989794855663564,0.85,1.0,0.82,0.09797958971132714,0.7,1.0,HIGH,1.0,0.8192020410288673
CLASS_SPECIFIC,05_No_Star,ALL_OTHER_CLASSES,elongated_angle_consistency,CORE,0.11200000000000002,0.026381811916545844,0.06,0.13,0.776,0.05276362383309168,0.74,0.88,LOW,1.0,0.815923637616691
CLASS_SPECIFIC,05_No_Star,ALL_OTHER_CLASSES,elongated_angle_std,CORE,0.8880000000000001,0.026381811916545816,0.87,0.94,0.776,0.05276362383309163,0.74,0.8799999999999999,HIGH,1.0,0.815923637616691
CLASS_SPECIFIC,05_No_Star,ALL_OTHER_CLASSES,sharpness,CORE,0.9008,0.037621270579287984,0.852,0.968,0.8016,0.07524254115857597,0.704,0.9359999999999999,HIGH,1.0,0.8143957458841424
PAIRWISE,03_Tracking_Error,05_No_Star,mean_aspect_ratio,PAIRWISE_CORE,0.933,0.06446704584514477,0.81,0.99,0.866,0.12893409169028952,0.6200000000000001,0.98,HIGH,1.0,0.8128065908309711
PAIRWISE,03_Tracking_Error,05_No_Star,background_median,PAIRWISE_SECONDARY,0.05500000000000001,0.07835815209663892,0.0,0.21,0.8899999999999999,0.1567163041932778,0.5800000000000001,1.0,LOW,1.0,0.8088283695806723
PAIRWISE,01_Good,04_Over_Saturated,longest_line_ratio,PAIRWISE_CORE,0.916,0.0655286197016235,0.82,1.0,0.8320000000000001,0.131057239403247,0.6399999999999999,1.0,HIGH,1.0,0.8032942760596753
PAIRWISE,03_Tracking_Error,05_No_Star,saturated_ratio,PAIRWISE_CORE,0.11399999999999999,0.030066592756745815,0.06,0.15,0.772,0.06013318551349165,0.7,0.88,LOW,1.0,0.8013866814486509
PAIRWISE,05_No_Star,06_Satellite,background_mad,PAIRWISE_CORE,0.9039999999999999,0.0405462698654266,0.825,0.94,0.808,0.0810925397308532,0.6499999999999999,0.8799999999999999,HIGH,1.0,0.8004907460269147
PAIRWISE,03_Tracking_Error,04_Over_Saturated,mean_circularity,PAIRWISE_CORE,0.10200000000000001,0.06112282715974451,0.01,0.17,0.7959999999999999,0.12224565431948901,0.6599999999999999,0.98,LOW,1.0,0.7939754345680511
PAIRWISE,02_Out_of_Focus,05_No_Star,median_fwhm,PAIRWISE_CORE,0.9039999999999999,0.05471745608121783,0.815,0.98,0.808,0.10943491216243566,0.6299999999999999,0.96,HIGH,1.0,0.7916565087837565
PAIRWISE,01_Good,06_Satellite,streak_count,PAIRWISE_CORE,0.13,0.02449489742783178,0.1,0.15,0.74,0.048989794855663606,0.7,0.8,LOW,1.0,0.7881010205144336
PAIRWISE,02_Out_of_Focus,06_Satellite,streak_count,PAIRWISE_CORE,0.13,0.02449489742783178,0.1,0.15,0.74,0.048989794855663606,0.7,0.8,LOW,1.0,0.7881010205144336
PAIRWISE,05_No_Star,06_Satellite,streak_count,PAIRWISE_CORE,0.13,0.02449489742783178,0.1,0.15,0.74,0.048989794855663606,0.7,0.8,LOW,1.0,0.7881010205144336
PAIRWISE,04_Over_Saturated,06_Satellite,mean_hfr,PAIRWISE_CORE,0.096,0.061514225996918796,0.0,0.19,0.808,0.12302845199383759,0.62,1.0,LOW,1.0,0.7872971548006164
PAIRWISE,04_Over_Saturated,06_Satellite,longest_line_ratio,PAIRWISE_SECONDARY,0.097,0.0766550715869472,0.0,0.185,0.8059999999999998,0.1533101431738944,0.63,1.0,LOW,1.0,0.7863689856826105
PAIRWISE,01_Good,05_No_Star,mean_intensity,PAIRWISE_CORE,0.10600000000000001,0.051224993899462785,0.02,0.18,0.788,0.10244998779892556,0.64,0.96,LOW,1.0,0.7863550012201075
PAIRWISE,03_Tracking_Error,06_Satellite,max_streak_length_ratio,PAIRWISE_CORE,0.11200000000000002,0.055641710972974226,0.02,0.17,0.776,0.11128342194594845,0.6599999999999999,0.96,LOW,1.0,0.7860716578054052
PAIRWISE,01_Good,05_No_Star,background_median,PAIRWISE_CORE,0.10900000000000001,0.055803225713214825,0.01,0.175,0.782,0.11160645142642964,0.65,0.98,LOW,1.0,0.7857393548573571
PAIRWISE,01_Good,05_No_Star,std_intensity,PAIRWISE_CORE,0.10200000000000001,0.057061370470748426,0.04,0.19,0.7959999999999999,0.11412274094149685,0.62,0.92,LOW,1.0,0.7827877259058503
PAIRWISE,01_Good,05_No_Star,mean_circularity,PAIRWISE_CORE,0.874,0.0463033476111609,0.83,0.96,0.7479999999999999,0.0926066952223218,0.6599999999999999,0.9199999999999999,HIGH,1.0,0.7753393304777678
PAIRWISE,01_Good,06_Satellite,max_streak_aspect_ratio,PAIRWISE_SECONDARY,0.072,0.09152048950918039,0.0,0.24,0.8560000000000001,0.18304097901836078,0.52,1.0,LOW,1.0,0.772895902098164
PAIRWISE,02_Out_of_Focus,05_No_Star,median_hfr,PAIRWISE_CORE,0.882,0.053907327887774234,0.815,0.97,0.7639999999999999,0.10781465577554847,0.6299999999999999,0.94,HIGH,1.0,0.7720185344224451
PAIRWISE,05_No_Star,06_Satellite,sharpness,PAIRWISE_CORE,0.876,0.043174066289845804,0.82,0.95,0.752,0.08634813257969161,0.6399999999999999,0.8999999999999999,HIGH,1.0,0.7717651867420309
PAIRWISE,03_Tracking_Error,05_No_Star,median_eccentricity,PAIRWISE_CORE,0.899,0.05834380858325927,0.79,0.96,0.798,0.11668761716651854,0.5800000000000001,0.9199999999999999,HIGH,1.0,0.7714312382833481
PAIRWISE,03_Tracking_Error,05_No_Star,median_fwhm_ratio,PAIRWISE_CORE,0.899,0.05834380858325927,0.79,0.96,0.798,0.11668761716651854,0.5800000000000001,0.9199999999999999,HIGH,1.0,0.7714312382833481
PAIRWISE,05_No_Star,06_Satellite,mean_intensity,PAIRWISE_CORE,0.908,0.07025667228100117,0.78,0.99,0.8160000000000001,0.14051334456200235,0.56,0.98,HIGH,1.0,0.7711486655437998
PAIRWISE,03_Tracking_Error,04_Over_Saturated,longest_line_ratio,PAIRWISE_CORE,0.882,0.044452221541785714,0.81,0.94,0.764,0.08890444308357143,0.6200000000000001,0.8799999999999999,HIGH,1.0,0.770909555691643
PAIRWISE,01_Good,04_Over_Saturated,mean_hfr,PAIRWISE_CORE,0.8859999999999999,0.07172168430816442,0.81,1.0,0.772,0.14344336861632884,0.6200000000000001,1.0,HIGH,1.0,0.7690556631383673
PAIRWISE,01_Good,04_Over_Saturated,median_hfr,PAIRWISE_CORE,0.892,0.06968500556073737,0.8,0.99,0.784,0.13937001112147474,0.6000000000000001,0.98,HIGH,1.0,0.7688629988878526
PAIRWISE,01_Good,04_Over_Saturated,long_line_count,PAIRWISE_CORE,0.892,0.07082372483850309,0.8,1.0,0.784,0.14164744967700618,0.6000000000000001,1.0,HIGH,1.0,0.7686352550322995
PAIRWISE,04_Over_Saturated,05_No_Star,median_fwhm,PAIRWISE_CORE,0.8640000000000001,0.034409301068170535,0.82,0.92,0.728,0.06881860213634107,0.6399999999999999,0.8400000000000001,HIGH,1.0,0.7627181397863658
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,longest_line_ratio,CORE,0.1216,0.053827873820168674,0.056,0.197,0.7567999999999999,0.10765574764033735,0.606,0.888,LOW,1.0,0.7615944252359662
PAIRWISE,03_Tracking_Error,04_Over_Saturated,saturated_ratio,PAIRWISE_CORE,0.8629999999999999,0.04578209256903838,0.82,0.945,0.7259999999999998,0.09156418513807676,0.6399999999999999,0.8899999999999999,HIGH,1.0,0.7595435814861922
PAIRWISE,04_Over_Saturated,06_Satellite,median_hfr,PAIRWISE_CORE,0.11000000000000001,0.07071067811865475,0.0,0.22,0.78,0.1414213562373095,0.56,1.0,LOW,1.0,0.7548578643762691
PAIRWISE,04_Over_Saturated,06_Satellite,max_streak_length_ratio,PAIRWISE_CORE,0.13799999999999998,0.0661513416341649,0.01,0.19,0.724,0.1323026832683298,0.62,0.98,LOW,1.0,0.7485697316731671
PAIRWISE,05_No_Star,06_Satellite,background_median,PAIRWISE_SECONDARY,0.8950000000000001,0.0834865258589672,0.765,0.99,0.7899999999999999,0.1669730517179344,0.53,0.98,HIGH,1.0,0.7478026948282066
PAIRWISE,05_No_Star,06_Satellite,max_streak_aspect_ratio,PAIRWISE_SECONDARY,0.078,0.10264501936285073,0.0,0.27,0.8440000000000001,0.20529003872570145,0.45999999999999996,1.0,LOW,1.0,0.74727099612743
PAIRWISE,03_Tracking_Error,05_No_Star,elongated_angle_consistency,PAIRWISE_CORE,0.86,0.048989794855663536,0.8,0.95,0.72,0.09797958971132707,0.6000000000000001,0.8999999999999999,HIGH,1.0,0.7442020410288673
PAIRWISE,03_Tracking_Error,05_No_Star,elongated_angle_std,PAIRWISE_CORE,0.14,0.048989794855663564,0.05,0.2,0.72,0.09797958971132714,0.6,0.9,LOW,1.0,0.7442020410288673
PAIRWISE,04_Over_Saturated,06_Satellite,mean_fwhm,PAIRWISE_CORE,0.128,0.07386474125047755,0.01,0.21,0.744,0.1477294825009551,0.5800000000000001,0.98,LOW,1.0,0.7440270517499046
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,mean_circularity,CORE,0.8356,0.012026637102698337,0.822,0.858,0.6712,0.024053274205396675,0.6439999999999999,0.716,HIGH,1.0,0.7428346725794603
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,bright_area_ratio,CORE,0.8588000000000001,0.0466921835000249,0.792,0.938,0.7175999999999999,0.0933843670000498,0.5840000000000001,0.8759999999999999,HIGH,1.0,0.738781563299995
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,median_eccentricity,CORE,0.8564,0.04526190451141004,0.792,0.924,0.7128,0.09052380902282009,0.5840000000000001,0.8480000000000001,HIGH,1.0,0.736907619097718
CLASS_SPECIFIC,06_Satellite,ALL_OTHER_CLASSES,max_streak_aspect_ratio,SECONDARY,0.9056,0.09590328461528311,0.734,0.982,0.8111999999999998,0.19180656923056622,0.46799999999999997,0.964,HIGH,1.0,0.7362593430769433
PAIRWISE,04_Over_Saturated,05_No_Star,mean_hfr,PAIRWISE_CORE,0.8539999999999999,0.039293765408777,0.79,0.91,0.708,0.078587530817554,0.5800000000000001,0.8200000000000001,HIGH,1.0,0.7347412469182446
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,median_fwhm_ratio,CORE,0.8524,0.04046529377132953,0.792,0.906,0.7048,0.08093058754265905,0.5840000000000001,0.812,HIGH,1.0,0.7342669412457341
CLASS_SPECIFIC,05_No_Star,ALL_OTHER_CLASSES,mean_circularity,CORE,0.1526,0.04058374058659453,0.078,0.201,0.6948000000000001,0.08116748117318906,0.598,0.844,LOW,1.0,0.7339432518826812
CLASS_SPECIFIC,06_Satellite,ALL_OTHER_CLASSES,streak_count,CORE,0.8380000000000001,0.036551333764994115,0.81,0.9,0.6759999999999999,0.07310266752998823,0.6200000000000001,0.8,HIGH,1.0,0.7328897332470012
PAIRWISE,01_Good,04_Over_Saturated,median_eccentricity,PAIRWISE_SECONDARY,0.12,0.07615773105863909,0.01,0.24,0.76,0.15231546211727817,0.52,0.98,LOW,1.0,0.7327684537882722
PAIRWISE,01_Good,04_Over_Saturated,median_fwhm_ratio,PAIRWISE_SECONDARY,0.12,0.07615773105863909,0.01,0.24,0.76,0.15231546211727817,0.52,0.98,LOW,1.0,0.7327684537882722
PAIRWISE,02_Out_of_Focus,05_No_Star,elongated_angle_consistency,PAIRWISE_CORE,0.85,0.06324555320336755,0.8,0.95,0.7000000000000001,0.1264911064067351,0.6000000000000001,0.8999999999999999,HIGH,1.0,0.7323508893593267
PAIRWISE,02_Out_of_Focus,05_No_Star,elongated_angle_std,PAIRWISE_CORE,0.15,0.0632455532033676,0.05,0.2,0.7000000000000001,0.1264911064067352,0.6,0.9,LOW,1.0,0.7323508893593265
PAIRWISE,03_Tracking_Error,04_Over_Saturated,bright_area_ratio,PAIRWISE_CORE,0.13199999999999998,0.0620966987850401,0.07,0.23,0.736,0.12419339757008019,0.54,0.86,LOW,1.0,0.730780660242992
PAIRWISE,04_Over_Saturated,06_Satellite,median_fwhm,PAIRWISE_SECONDARY,0.138,0.07652450587883596,0.0,0.22,0.724,0.1530490117576719,0.56,1.0,LOW,1.0,0.7284950988242329
PAIRWISE,04_Over_Saturated,06_Satellite,long_line_count,PAIRWISE_SECONDARY,0.11800000000000002,0.09019977827023745,0.0,0.25,0.764,0.1803995565404749,0.5,1.0,LOW,1.0,0.7257600443459525
PAIRWISE,01_Good,04_Over_Saturated,median_fwhm,PAIRWISE_SECONDARY,0.8620000000000001,0.07934733769950948,0.77,0.99,0.724,0.15869467539901896,0.54,0.98,HIGH,1.0,0.7219305324600982
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,background_median,PAIRWISE_CORE,0.8539999999999999,0.05161395160225577,0.77,0.92,0.708,0.10322790320451154,0.54,0.8400000000000001,HIGH,1.0,0.7202772096795489
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,mean_intensity,PAIRWISE_CORE,0.8480000000000001,0.057061370470748426,0.78,0.93,0.696,0.11412274094149687,0.56,0.8600000000000001,HIGH,1.0,0.7197877259058503
PAIRWISE,01_Good,05_No_Star,elongated_angle_consistency,PAIRWISE_CORE,0.8299999999999998,0.03999999999999999,0.8,0.9,0.66,0.07999999999999996,0.6000000000000001,0.8,HIGH,1.0,0.7190000000000001
PAIRWISE,01_Good,05_No_Star,elongated_angle_std,PAIRWISE_CORE,0.17,0.04,0.1,0.2,0.66,0.08000000000000002,0.6,0.8,LOW,1.0,0.719
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,star_count,CORE,0.8320000000000001,0.03239135687185704,0.792,0.888,0.6639999999999999,0.06478271374371408,0.5840000000000001,0.776,HIGH,1.0,0.7175217286256286
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,valid_profile_count,CORE,0.8320000000000001,0.03239135687185704,0.792,0.888,0.6639999999999999,0.06478271374371408,0.5840000000000001,0.776,HIGH,1.0,0.7175217286256286
PAIRWISE,05_No_Star,06_Satellite,mean_circularity,PAIRWISE_CORE,0.14800000000000002,0.058787753826796275,0.05,0.23,0.704,0.11757550765359256,0.54,0.9,LOW,1.0,0.7170424492346408
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,mean_circularity,PAIRWISE_SECONDARY,0.126,0.08039900496896714,0.01,0.26,0.7479999999999999,0.16079800993793425,0.48,0.98,LOW,1.0,0.7145201990062066
PAIRWISE,05_No_Star,06_Satellite,saturated_ratio,PAIRWISE_CORE,0.826,0.0195959179422654,0.79,0.85,0.6519999999999999,0.0391918358845308,0.5800000000000001,0.7,HIGH,1.0,0.7134808164115469
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,background_mad,PAIRWISE_CORE,0.8390000000000001,0.06208059278067503,0.77,0.93,0.6780000000000002,0.12416118556135006,0.54,0.8600000000000001,HIGH,1.0,0.7046838814438651
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,saturated_ratio,CORE,0.1644,0.049576607386952166,0.081,0.233,0.6712,0.0991532147739043,0.534,0.838,LOW,1.0,0.7023246785226096
PAIRWISE,01_Good,05_No_Star,sharpness,PAIRWISE_CORE,0.164,0.06651315659326357,0.04,0.23,0.6719999999999999,0.1330263131865271,0.54,0.92,LOW,1.0,0.7010973686813473
PAIRWISE,04_Over_Saturated,06_Satellite,bright_area_ratio,PAIRWISE_CORE,0.8460000000000001,0.05817215828899596,0.75,0.91,0.692,0.11634431657799194,0.5,0.8200000000000001,HIGH,1.0,0.6997655683422008
PAIRWISE,04_Over_Saturated,05_No_Star,median_hfr,PAIRWISE_CORE,0.836,0.04630334761116091,0.76,0.9,0.6719999999999999,0.09260669522232182,0.52,0.8,HIGH,1.0,0.6991393304777679
PAIRWISE,04_Over_Saturated,06_Satellite,saturated_ratio,PAIRWISE_CORE,0.159,0.07193052203341778,0.055,0.245,0.682,0.14386104406683556,0.51,0.89,LOW,1.0,0.6955138955933164
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,star_count,PAIRWISE_CORE,0.17099999999999999,0.06887670143089025,0.04,0.24,0.658,0.13775340286178053,0.52,0.92,LOW,1.0,0.6883246597138221
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,valid_profile_count,PAIRWISE_CORE,0.17099999999999999,0.06887670143089025,0.04,0.24,0.658,0.13775340286178053,0.52,0.92,LOW,1.0,0.6883246597138221
PAIRWISE,01_Good,04_Over_Saturated,bright_area_ratio,PAIRWISE_CORE,0.16799999999999998,0.06305553108173778,0.07,0.25,0.6639999999999999,0.12611106216347556,0.5,0.86,LOW,1.0,0.6861888937836524
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,long_line_count,SECONDARY,0.1538,0.07563438371534471,0.061,0.27,0.6924,0.15126876743068943,0.45999999999999996,0.878,LOW,1.0,0.6844531232569311
PAIRWISE,03_Tracking_Error,04_Over_Saturated,long_line_count,PAIRWISE_SECONDARY,0.8469999999999999,0.0793473376995095,0.73,0.96,0.694,0.15869467539901896,0.45999999999999996,0.9199999999999999,HIGH,1.0,0.6844305324600981
PAIRWISE,04_Over_Saturated,06_Satellite,star_count,PAIRWISE_SECONDARY,0.8230000000000001,0.044,0.75,0.88,0.6460000000000001,0.088,0.5,0.76,HIGH,1.0,0.6819000000000002
PAIRWISE,04_Over_Saturated,06_Satellite,valid_profile_count,PAIRWISE_SECONDARY,0.8230000000000001,0.044,0.75,0.88,0.6460000000000001,0.088,0.5,0.76,HIGH,1.0,0.6819000000000002
PAIRWISE,04_Over_Saturated,06_Satellite,median_eccentricity,PAIRWISE_SECONDARY,0.85,0.08270429251254133,0.72,0.97,0.7,0.16540858502508266,0.43999999999999995,0.94,HIGH,1.0,0.6804591414974918
PAIRWISE,04_Over_Saturated,06_Satellite,median_fwhm_ratio,PAIRWISE_SECONDARY,0.85,0.08270429251254133,0.72,0.97,0.7,0.16540858502508266,0.43999999999999995,0.94,HIGH,1.0,0.6804591414974918
PAIRWISE,03_Tracking_Error,06_Satellite,streak_count,PAIRWISE_SECONDARY,0.18,0.050990195135927854,0.1,0.25,0.64,0.10198039027185571,0.5,0.8,LOW,1.0,0.6778019609728145
PAIRWISE,01_Good,04_Over_Saturated,mean_fwhm,PAIRWISE_SECONDARY,0.8460000000000001,0.09068627239003707,0.72,0.98,0.692,0.18137254478007414,0.43999999999999995,0.96,HIGH,1.0,0.6752627455219926
PAIRWISE,04_Over_Saturated,05_No_Star,long_line_count,PAIRWISE_SECONDARY,0.13799999999999998,0.10283968105745953,0.0,0.3,0.724,0.20567936211491905,0.4,1.0,LOW,1.0,0.6752320637885081
PAIRWISE,04_Over_Saturated,06_Satellite,max_streak_aspect_ratio,PAIRWISE_SECONDARY,0.13,0.10526157893552615,0.01,0.32,0.74,0.2105231578710523,0.36,0.98,LOW,1.0,0.6699476842128947
PAIRWISE,03_Tracking_Error,05_No_Star,sharpness,PAIRWISE_SECONDARY,0.156,0.0816333265278342,0.07,0.29,0.688,0.1632666530556684,0.42000000000000004,0.86,LOW,1.0,0.6692733346944332
PAIRWISE,01_Good,05_No_Star,saturated_ratio,PAIRWISE_SECONDARY,0.182,0.06079473661428266,0.08,0.27,0.636,0.12158947322856532,0.45999999999999996,0.84,LOW,1.0,0.6620410526771435
PAIRWISE,03_Tracking_Error,05_No_Star,background_mad,PAIRWISE_SECONDARY,0.17099999999999999,0.07234638899074368,0.07,0.285,0.658,0.14469277798148736,0.43000000000000005,0.86,LOW,1.0,0.6606307222018513
PAIRWISE,03_Tracking_Error,05_No_Star,mean_circularity,PAIRWISE_SECONDARY,0.7939999999999999,0.04397726685459203,0.75,0.865,0.588,0.08795453370918406,0.5,0.73,HIGH,1.0,0.6558045466290816
PAIRWISE,01_Good,02_Out_of_Focus,mean_circularity,PAIRWISE_SECONDARY,0.8140000000000001,0.09002221947941517,0.72,0.97,0.628,0.18004443895883038,0.43999999999999995,0.94,HIGH,1.0,0.646595556104117
PAIRWISE,01_Good,02_Out_of_Focus,diagonal_line_ratio,PAIRWISE_SECONDARY,0.834,0.09221713506718804,0.69,0.98,0.6679999999999999,0.18443427013437608,0.3799999999999999,0.96,HIGH,1.0,0.6461565729865624
PAIRWISE,02_Out_of_Focus,06_Satellite,background_median,PAIRWISE_SECONDARY,0.20099999999999998,0.07109149034870489,0.07,0.265,0.5979999999999999,0.14218298069740976,0.47,0.86,LOW,1.0,0.645881701930259
PAIRWISE,01_Good,05_No_Star,background_mad,PAIRWISE_SECONDARY,0.177,0.10404806581575651,0.0,0.31,0.646,0.20809613163151303,0.38,1.0,LOW,1.0,0.6338903868368486
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,median_hfr,PAIRWISE_SECONDARY,0.7959999999999999,0.07391887445030533,0.72,0.9,0.592,0.14783774890061066,0.43999999999999995,0.8,HIGH,1.0,0.633616225109939
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,sharpness,PAIRWISE_SECONDARY,0.79,0.055497747702046435,0.72,0.87,0.58,0.11099549540409287,0.43999999999999995,0.74,HIGH,1.0,0.6319004504595908
PAIRWISE,02_Out_of_Focus,03_Tracking_Error,mean_intensity,PAIRWISE_SECONDARY,0.21600000000000003,0.03929376540877701,0.16,0.28,0.568,0.078587530817554,0.43999999999999995,0.6799999999999999,LOW,1.0,0.6297412469182446
PAIRWISE,02_Out_of_Focus,05_No_Star,mean_circularity,PAIRWISE_SECONDARY,0.795,0.052630789467763076,0.705,0.855,0.5900000000000001,0.10526157893552615,0.4099999999999999,0.71,HIGH,1.0,0.6279738421064475
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,median_eccentricity,PAIRWISE_SECONDARY,0.20800000000000002,0.06368673331236263,0.14,0.29,0.5839999999999999,0.12737346662472523,0.42000000000000004,0.72,LOW,1.0,0.6260626533375274
PAIRWISE,02_Out_of_Focus,03_Tracking_Error,background_median,PAIRWISE_SECONDARY,0.22200000000000003,0.038026306683663094,0.16,0.28,0.556,0.07605261336732617,0.43999999999999995,0.6799999999999999,LOW,1.0,0.6245947386632674
PAIRWISE,02_Out_of_Focus,06_Satellite,mean_intensity,PAIRWISE_SECONDARY,0.21400000000000002,0.07578918128598568,0.08,0.28,0.572,0.15157836257197135,0.43999999999999995,0.84,LOW,1.0,0.6242421637428028
PAIRWISE,01_Good,02_Out_of_Focus,background_median,PAIRWISE_SECONDARY,0.791,0.07310266752998827,0.71,0.885,0.5820000000000001,0.14620533505997654,0.41999999999999993,0.77,HIGH,1.0,0.6232794664940025
PAIRWISE,03_Tracking_Error,04_Over_Saturated,median_eccentricity,PAIRWISE_SECONDARY,0.21599999999999997,0.052763623833091675,0.15,0.29,0.568,0.10552724766618331,0.42000000000000004,0.7,LOW,1.0,0.6210472752333817
PAIRWISE,03_Tracking_Error,04_Over_Saturated,median_fwhm_ratio,PAIRWISE_SECONDARY,0.21599999999999997,0.052763623833091675,0.15,0.29,0.568,0.10552724766618331,0.42000000000000004,0.7,LOW,1.0,0.6210472752333817
CLASS_SPECIFIC,04_Over_Saturated,ALL_OTHER_CLASSES,max_aspect_ratio,SECONDARY,0.7802,0.04745271330493126,0.703,0.827,0.5603999999999999,0.09490542660986252,0.4059999999999999,0.6539999999999999,HIGH,1.0,0.6144894573390136
PAIRWISE,01_Good,02_Out_of_Focus,mean_intensity,PAIRWISE_SECONDARY,0.7879999999999999,0.07984985911070853,0.7,0.9,0.576,0.15969971822141707,0.3999999999999999,0.8,HIGH,1.0,0.6132300281778583
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,elongated_star_ratio,PAIRWISE_SECONDARY,0.7699999999999999,0.0469041575982343,0.71,0.85,0.5399999999999999,0.09380831519646861,0.41999999999999993,0.7,HIGH,1.0,0.609619168480353
CLASS_SPECIFIC,06_Satellite,ALL_OTHER_CLASSES,mean_hfr,SECONDARY,0.7772,0.04948696798147975,0.7,0.842,0.5544,0.0989739359629595,0.3999999999999999,0.6839999999999999,HIGH,1.0,0.609582606403704
PAIRWISE,02_Out_of_Focus,04_Over_Saturated,median_fwhm_ratio,PAIRWISE_SECONDARY,0.22800000000000004,0.06209669878504008,0.14,0.29,0.5439999999999999,0.12419339757008015,0.42000000000000004,0.72,LOW,1.0,0.608380660242992
PAIRWISE,01_Good,02_Out_of_Focus,std_intensity,PAIRWISE_SECONDARY,0.7799999999999999,0.08124038404635962,0.7,0.91,0.5599999999999999,0.16248076809271925,0.3999999999999999,0.8200000000000001,HIGH,1.0,0.6057519231907281
