class,feature,mean_auc,std_auc,min_auc,max_auc,mean_strength,std_strength,min_strength,max_strength,direction,direction_consistency,candidate,candidate_score
05_No_Star,mean_aspect_ratio,0.041600000000000005,0.03978240817245734,0.012,0.119,0.9168,0.07956481634491465,0.762,0.976,LOW,1.0,CORE,0.8832035183655085
05_No_Star,mean_circularity,0.1526,0.04058374058659453,0.078,0.201,0.6948000000000001,0.08116748117318906,0.598,0.844,LOW,1.0,CORE,0.7339432518826812
05_No_Star,mean_fwhm,0.04379999999999999,0.010925200226998128,0.028,0.056,0.9124000000000001,0.02185040045399623,0.888,0.944,LOW,1.0,CORE,0.9247949599546004
05_No_Star,mean_hfr,0.061,0.012743625857659195,0.044,0.077,0.8779999999999999,0.02548725171531841,0.846,0.912,LOW,1.0,CORE,0.8963512748284681
05_No_Star,mean_hollowness,0.0388,0.009867117106835207,0.028,0.056,0.9224,0.019734234213670383,0.888,0.944,LOW,1.0,CORE,0.929506576578633
05_No_Star,mean_intensity,0.9520000000000002,0.020039960079800526,0.928,0.98,0.9039999999999999,0.04007992015960105,0.8560000000000001,0.96,HIGH,1.0,CORE,0.9095920079840398
05_No_Star,mean_star_area,0.024,0.010059821071967434,0.012,0.04,0.952,0.02011964214393485,0.92,0.976,LOW,1.0,CORE,0.9523880357856066
05_No_Star,median_eccentricity,0.07339999999999999,0.036406592809544815,0.026,0.138,0.8532,0.07281318561908962,0.724,0.948,LOW,1.0,CORE,0.8438586814380911
05_No_Star,median_fwhm,0.0658,0.01762271261752855,0.042,0.093,0.8684000000000001,0.0352454252350571,0.8140000000000001,0.916,LOW,1.0,CORE,0.8814554574764943
05_No_Star,median_fwhm_ratio,0.07300000000000001,0.03693237062523878,0.024,0.138,0.8540000000000001,0.07386474125047754,0.724,0.952,LOW,1.0,CORE,0.8441135258749524
05_No_Star,median_hfr,0.0814,0.018260339536821324,0.056,0.109,0.8371999999999999,0.036520679073642634,0.782,0.888,LOW,1.0,CORE,0.8576879320926357
05_No_Star,saturated_ratio,0.8952,0.015263027222671144,0.878,0.918,0.7904000000000002,0.030526054445342288,0.756,0.8360000000000001,HIGH,1.0,CORE,0.8294273945554659
05_No_Star,sharpness,0.9008,0.037621270579287984,0.852,0.968,0.8016,0.07524254115857597,0.704,0.9359999999999999,HIGH,1.0,CORE,0.8143957458841424
05_No_Star,star_count,0.022600000000000002,0.00873155198117723,0.014,0.039,0.9548,0.017463103962354433,0.922,0.972,LOW,1.0,CORE,0.9545136896037646
05_No_Star,std_intensity,0.9599999999999997,0.014966629547095779,0.938,0.974,0.9199999999999999,0.029933259094191558,0.8759999999999999,0.948,HIGH,1.0,CORE,0.9238066740905808
05_No_Star,streak_count,0.394,0.013564659966250527,0.38,0.42,0.21200000000000002,0.027129319932501055,0.16000000000000003,0.24,LOW,1.0,DROP,0.3906870680067499
05_No_Star,valid_profile_count,0.022600000000000002,0.00873155198117723,0.014,0.039,0.9548,0.017463103962354433,0.922,0.972,LOW,1.0,CORE,0.9545136896037646
06_Satellite,axis_aligned_line_ratio,0.5589999999999999,0.08356554313830553,0.458,0.678,0.1756,0.10498304625033512,0.06000000000000005,0.3560000000000001,HIGH,0.6,DROP,0.2765216953749665
06_Satellite,background_mad,0.5485999999999999,0.04855347567373524,0.482,0.626,0.1116,0.08014387063275641,0.03600000000000003,0.252,HIGH,0.8,DROP,0.2730056129367244
06_Satellite,background_median,0.5748,0.051928412261497074,0.511,0.646,0.14960000000000004,0.10385682452299415,0.02200000000000002,0.29200000000000004,HIGH,1.0,DROP,0.3135343175477006
06_Satellite,bright_area_ratio,0.5399999999999999,0.04129891039724899,0.474,0.594,0.10080000000000004,0.05533317269052984,0.03200000000000003,0.18799999999999994,HIGH,0.8,DROP,0.26942668273094705
06_Satellite,diagonal_line_ratio,0.5512,0.03917856556843293,0.502,0.598,0.1024,0.07835713113686586,0.0040000000000000036,0.19599999999999995,HIGH,1.0,DROP,0.2894442868863134
06_Satellite,elongated_angle_consistency,0.6938000000000001,0.08893908027408423,0.536,0.806,0.38760000000000006,0.17787816054816846,0.07200000000000006,0.6120000000000001,HIGH,1.0,DROP,0.42823218394518314
06_Satellite,elongated_angle_std,0.3058,0.0890649201425567,0.194,0.464,0.38839999999999997,0.1781298402851134,0.07199999999999995,0.612,LOW,1.0,DROP,0.4285670159714886
06_Satellite,elongated_star_count,0.5584,0.041272751301554875,0.496,0.625,0.12000000000000002,0.07782030583337486,0.008000000000000007,0.25,HIGH,0.8,DROP,0.2686179694166625
06_Satellite,elongated_star_ratio,0.6402,0.05697157185825228,0.57,0.708,0.2804,0.11394314371650456,0.1399999999999999,0.4159999999999999,HIGH,1.0,DROP,0.40678568562834944
06_Satellite,line_angle_std,0.5892000000000001,0.07348033750602945,0.49,0.698,0.18639999999999998,0.1366712844748303,0.020000000000000018,0.3959999999999999,HIGH,0.8,DROP,0.29621287155251697
06_Satellite,long_line_count,0.5766,0.09864806130887721,0.468,0.752,0.17959999999999995,0.17360829473271144,0.0020000000000000018,0.504,HIGH,0.6,DROP,0.25405917052672883
06_Satellite,longest_line_ratio,0.5556,0.06501261416063808,0.46,0.646,0.14320000000000002,0.09362563751451843,0.050000000000000044,0.29200000000000004,HIGH,0.8,DROP,0.29007743624854815
06_Satellite,max_aspect_ratio,0.6144000000000001,0.031232034836046172,0.58,0.67,0.22879999999999998,0.062464069672092344,0.15999999999999992,0.3400000000000001,HIGH,1.0,DROP,0.39471359303279074
06_Satellite,max_streak_area_ratio,0.7312000000000001,0.04294368405248904,0.676,0.796,0.46240000000000003,0.08588736810497807,0.3520000000000001,0.5920000000000001,HIGH,1.0,DROP,0.5550912631895023
06_Satellite,max_streak_aspect_ratio,0.9056,0.09590328461528311,0.734,0.982,0.8111999999999998,0.19180656923056622,0.46799999999999997,0.964,HIGH,1.0,SECONDARY,0.7362593430769433
06_Satellite,max_streak_length_ratio,0.9272,0.030320949853195545,0.902,0.984,0.8544,0.06064189970639109,0.804,0.968,HIGH,1.0,CORE,0.869615810029361
06_Satellite,mean_aspect_ratio,0.6308,0.031612655693566805,0.578,0.67,0.2616,0.06322531138713361,0.15599999999999992,0.3400000000000001,HIGH,1.0,DROP,0.4081974688612866
06_Satellite,mean_circularity,0.5619999999999999,0.054918120870983925,0.498,0.66,0.12560000000000002,0.10800296292231987,0.0040000000000000036,0.32000000000000006,HIGH,0.8,DROP,0.266919703707768
06_Satellite,mean_fwhm,0.7224,0.03682173271316818,0.662,0.772,0.44480000000000003,0.07364346542633636,0.32400000000000007,0.544,HIGH,1.0,DROP,0.5399956534573663
06_Satellite,mean_hfr,0.7772,0.04948696798147975,0.7,0.842,0.5544,0.0989739359629595,0.3999999999999999,0.6839999999999999,HIGH,1.0,SECONDARY,0.609582606403704
06_Satellite,mean_hollowness,0.48340000000000005,0.031238437861071104,0.46,0.545,0.06920000000000001,0.014729562111617573,0.04800000000000004,0.09000000000000008,LOW,0.8,DROP,0.2640670437888383
06_Satellite,mean_intensity,0.5676,0.048089915782833295,0.502,0.63,0.13520000000000004,0.09617983156566659,0.0040000000000000036,0.26,HIGH,1.0,DROP,0.30242201684343334
06_Satellite,mean_star_area,0.6876,0.01616910634512616,0.668,0.714,0.3752,0.03233821269025232,0.3360000000000001,0.42799999999999994,HIGH,1.0,DROP,0.5164061787309748
06_Satellite,median_eccentricity,0.4904,0.05948310684555742,0.416,0.584,0.11039999999999998,0.048305693246241684,0.06000000000000005,0.16800000000000004,LOW,0.6,DROP,0.25284943067537585
06_Satellite,median_fwhm,0.6836000000000001,0.041921832021036484,0.608,0.732,0.36719999999999997,0.08384366404207297,0.21599999999999997,0.46399999999999997,HIGH,1.0,DROP,0.47165563359579266
06_Satellite,median_fwhm_ratio,0.48839999999999995,0.05858873611881382,0.414,0.582,0.10799999999999998,0.05103724130475706,0.04800000000000004,0.17200000000000004,LOW,0.6,DROP,0.24789627586952434
06_Satellite,median_hfr,0.7336,0.04970955642529914,0.67,0.798,0.46720000000000006,0.09941911285059828,0.3400000000000001,0.5960000000000001,HIGH,1.0,DROP,0.5522980887149402
06_Satellite,saturated_ratio,0.5683999999999999,0.02742699400225987,0.52,0.598,0.13679999999999998,0.05485398800451974,0.040000000000000036,0.19599999999999995,HIGH,1.0,DROP,0.318074601199548
06_Satellite,sharpness,0.5584,0.058670605928352236,0.486,0.64,0.12800000000000003,0.10501047566790657,0.016000000000000014,0.28,HIGH,0.8,DROP,0.2718989524332094
06_Satellite,star_count,0.5511999999999999,0.04161442057748731,0.478,0.598,0.11999999999999997,0.05488897885732613,0.04400000000000004,0.19599999999999995,HIGH,0.8,DROP,0.28171110211426736
06_Satellite,std_intensity,0.5192,0.033671352809175964,0.472,0.56,0.06400000000000006,0.04374471396637545,0.008000000000000007,0.1200000000000001,HIGH,0.6,DROP,0.2168255286033625
06_Satellite,streak_count,0.8380000000000001,0.036551333764994115,0.81,0.9,0.6759999999999999,0.07310266752998823,0.6200000000000001,0.8,HIGH,1.0,CORE,0.7328897332470012
06_Satellite,valid_profile_count,0.5511999999999999,0.04161442057748731,0.478,0.598,0.11999999999999997,0.05488897885732613,0.04400000000000004,0.19599999999999995,HIGH,0.8,DROP,0.28171110211426736
