class,feature,fold,auc,strength,direction,n_positive,n_negative
03_Tracking_Error,diagonal_line_ratio,3,0.552,0.10400000000000009,HIGH,10,50
03_Tracking_Error,diagonal_line_ratio,4,0.636,0.272,HIGH,10,50
03_Tracking_Error,diagonal_line_ratio,5,0.66,0.32000000000000006,HIGH,10,50
03_Tracking_Error,elongated_angle_consistency,1,0.582,0.16399999999999992,HIGH,10,50
03_Tracking_Error,elongated_angle_consistency,2,0.597,0.19399999999999995,HIGH,10,50
03_Tracking_Error,elongated_angle_consistency,3,0.651,0.30200000000000005,HIGH,10,50
03_Tracking_Error,elongated_angle_consistency,4,0.521,0.04200000000000004,HIGH,10,50
03_Tracking_Error,elongated_angle_consistency,5,0.549,0.09800000000000009,HIGH,10,50
03_Tracking_Error,elongated_angle_std,1,0.419,0.16200000000000003,LOW,10,50
03_Tracking_Error,elongated_angle_std,2,0.403,0.19399999999999995,LOW,10,50
03_Tracking_Error,elongated_angle_std,3,0.349,0.30200000000000005,LOW,10,50
03_Tracking_Error,elongated_angle_std,4,0.479,0.04200000000000004,LOW,10,50
03_Tracking_Error,elongated_angle_std,5,0.451,0.09799999999999998,LOW,10,50
03_Tracking_Error,elongated_star_count,1,0.653,0.30600000000000005,HIGH,10,50
03_Tracking_Error,elongated_star_count,2,0.533,0.06600000000000006,HIGH,10,50
03_Tracking_Error,elongated_star_count,3,0.692,0.3839999999999999,HIGH,10,50
03_Tracking_Error,elongated_star_count,4,0.486,0.028000000000000025,LOW,10,50
03_Tracking_Error,elongated_star_count,5,0.558,0.1160000000000001,HIGH,10,50
03_Tracking_Error,elongated_star_ratio,1,0.632,0.264,HIGH,10,50
03_Tracking_Error,elongated_star_ratio,2,0.613,0.22599999999999998,HIGH,10,50
03_Tracking_Error,elongated_star_ratio,3,0.621,0.242,HIGH,10,50
03_Tracking_Error,elongated_star_ratio,4,0.572,0.1439999999999999,HIGH,10,50
03_Tracking_Error,elongated_star_ratio,5,0.56,0.1200000000000001,HIGH,10,50
03_Tracking_Error,line_angle_std,1,0.44,0.12,LOW,10,50
03_Tracking_Error,line_angle_std,2,0.59,0.17999999999999994,HIGH,10,50
03_Tracking_Error,line_angle_std,3,0.474,0.052000000000000046,LOW,10,50
03_Tracking_Error,line_angle_std,4,0.524,0.04800000000000004,HIGH,10,50
03_Tracking_Error,line_angle_std,5,0.426,0.14800000000000002,LOW,10,50
03_Tracking_Error,long_line_count,1,0.576,0.1519999999999999,HIGH,10,50
03_Tracking_Error,long_line_count,2,0.566,0.1319999999999999,HIGH,10,50
03_Tracking_Error,long_line_count,3,0.372,0.256,LOW,10,50
03_Tracking_Error,long_line_count,4,0.527,0.05400000000000005,HIGH,10,50
03_Tracking_Error,long_line_count,5,0.565,0.1299999999999999,HIGH,10,50
03_Tracking_Error,longest_line_ratio,1,0.552,0.10400000000000009,HIGH,10,50
03_Tracking_Error,longest_line_ratio,2,0.601,0.20199999999999996,HIGH,10,50
03_Tracking_Error,longest_line_ratio,3,0.519,0.038000000000000034,HIGH,10,50
03_Tracking_Error,longest_line_ratio,4,0.514,0.028000000000000025,HIGH,10,50
03_Tracking_Error,longest_line_ratio,5,0.553,0.1060000000000001,HIGH,10,50
03_Tracking_Error,max_aspect_ratio,1,0.525,0.050000000000000044,HIGH,10,50
03_Tracking_Error,max_aspect_ratio,2,0.391,0.21799999999999997,LOW,10,50
03_Tracking_Error,max_aspect_ratio,3,0.564,0.1279999999999999,HIGH,10,50
03_Tracking_Error,max_aspect_ratio,4,0.458,0.08399999999999996,LOW,10,50
03_Tracking_Error,max_aspect_ratio,5,0.559,0.1180000000000001,HIGH,10,50
03_Tracking_Error,max_streak_area_ratio,1,0.582,0.16399999999999992,HIGH,10,50
03_Tracking_Error,max_streak_area_ratio,2,0.432,0.136,LOW,10,50
03_Tracking_Error,max_streak_area_ratio,3,0.45,0.09999999999999998,LOW,10,50
03_Tracking_Error,max_streak_area_ratio,4,0.588,0.17599999999999993,HIGH,10,50
03_Tracking_Error,max_streak_area_ratio,5,0.502,0.0040000000000000036,HIGH,10,50
03_Tracking_Error,max_streak_aspect_ratio,1,0.598,0.19599999999999995,HIGH,10,50
03_Tracking_Error,max_streak_aspect_ratio,2,0.666,0.3320000000000001,HIGH,10,50
03_Tracking_Error,max_streak_aspect_ratio,3,0.465,0.06999999999999995,LOW,10,50
03_Tracking_Error,max_streak_aspect_ratio,4,0.58,0.15999999999999992,HIGH,10,50
03_Tracking_Error,max_streak_aspect_ratio,5,0.518,0.03600000000000003,HIGH,10,50
03_Tracking_Error,max_streak_length_ratio,1,0.59,0.17999999999999994,HIGH,10,50
03_Tracking_Error,max_streak_length_ratio,2,0.55,0.10000000000000009,HIGH,10,50
03_Tracking_Error,max_streak_length_ratio,3,0.468,0.06399999999999995,LOW,10,50
03_Tracking_Error,max_streak_length_ratio,4,0.564,0.1279999999999999,HIGH,10,50
03_Tracking_Error,max_streak_length_ratio,5,0.488,0.02400000000000002,LOW,10,50
03_Tracking_Error,mean_aspect_ratio,1,0.608,0.21599999999999997,HIGH,10,50
03_Tracking_Error,mean_aspect_ratio,2,0.618,0.236,HIGH,10,50
03_Tracking_Error,mean_aspect_ratio,3,0.574,0.1479999999999999,HIGH,10,50
03_Tracking_Error,mean_aspect_ratio,4,0.566,0.1319999999999999,HIGH,10,50
03_Tracking_Error,mean_aspect_ratio,5,0.649,0.29800000000000004,HIGH,10,50
03_Tracking_Error,mean_circularity,1,0.426,0.14800000000000002,LOW,10,50
03_Tracking_Error,mean_circularity,2,0.306,0.388,LOW,10,50
03_Tracking_Error,mean_circularity,3,0.456,0.08799999999999997,LOW,10,50
03_Tracking_Error,mean_circularity,4,0.356,0.28800000000000003,LOW,10,50
03_Tracking_Error,mean_circularity,5,0.492,0.016000000000000014,LOW,10,50
03_Tracking_Error,mean_fwhm,1,0.686,0.3720000000000001,HIGH,10,50
03_Tracking_Error,mean_fwhm,2,0.684,0.3680000000000001,HIGH,10,50
03_Tracking_Error,mean_fwhm,3,0.642,0.28400000000000003,HIGH,10,50
03_Tracking_Error,mean_fwhm,4,0.5,0.0,NONE,10,50
03_Tracking_Error,mean_fwhm,5,0.664,0.32800000000000007,HIGH,10,50
03_Tracking_Error,mean_hfr,1,0.66,0.32000000000000006,HIGH,10,50
03_Tracking_Error,mean_hfr,2,0.716,0.43199999999999994,HIGH,10,50
03_Tracking_Error,mean_hfr,3,0.62,0.24,HIGH,10,50
03_Tracking_Error,mean_hfr,4,0.48,0.040000000000000036,LOW,10,50
03_Tracking_Error,mean_hfr,5,0.726,0.45199999999999996,HIGH,10,50
03_Tracking_Error,mean_hollowness,1,0.621,0.242,HIGH,10,50
03_Tracking_Error,mean_hollowness,2,0.498,0.0040000000000000036,LOW,10,50
03_Tracking_Error,mean_hollowness,3,0.644,0.28800000000000003,HIGH,10,50
03_Tracking_Error,mean_hollowness,4,0.428,0.14400000000000002,LOW,10,50
03_Tracking_Error,mean_hollowness,5,0.482,0.03600000000000003,LOW,10,50
03_Tracking_Error,mean_intensity,1,0.476,0.04800000000000004,LOW,10,50
03_Tracking_Error,mean_intensity,2,0.54,0.08000000000000007,HIGH,10,50
03_Tracking_Error,mean_intensity,3,0.484,0.03200000000000003,LOW,10,50
03_Tracking_Error,mean_intensity,4,0.568,0.1359999999999999,HIGH,10,50
03_Tracking_Error,mean_intensity,5,0.642,0.28400000000000003,HIGH,10,50
03_Tracking_Error,mean_star_area,1,0.634,0.268,HIGH,10,50
03_Tracking_Error,mean_star_area,2,0.582,0.16399999999999992,HIGH,10,50
03_Tracking_Error,mean_star_area,3,0.584,0.16799999999999993,HIGH,10,50
03_Tracking_Error,mean_star_area,4,0.452,0.09599999999999997,LOW,10,50
03_Tracking_Error,mean_star_area,5,0.53,0.06000000000000005,HIGH,10,50
03_Tracking_Error,median_eccentricity,1,0.598,0.19599999999999995,HIGH,10,50
03_Tracking_Error,median_eccentricity,2,0.612,0.22399999999999998,HIGH,10,50
03_Tracking_Error,median_eccentricity,3,0.634,0.268,HIGH,10,50
03_Tracking_Error,median_eccentricity,4,0.48,0.040000000000000036,LOW,10,50
03_Tracking_Error,median_eccentricity,5,0.424,0.15200000000000002,LOW,10,50
03_Tracking_Error,median_fwhm,1,0.702,0.4039999999999999,HIGH,10,50
03_Tracking_Error,median_fwhm,2,0.606,0.21199999999999997,HIGH,10,50
03_Tracking_Error,median_fwhm,3,0.602,0.20399999999999996,HIGH,10,50
03_Tracking_Error,median_fwhm,4,0.492,0.016000000000000014,LOW,10,50
03_Tracking_Error,median_fwhm,5,0.674,0.3480000000000001,HIGH,10,50
03_Tracking_Error,median_fwhm_ratio,1,0.59,0.17999999999999994,HIGH,10,50
03_Tracking_Error,median_fwhm_ratio,2,0.608,0.21599999999999997,HIGH,10,50
03_Tracking_Error,median_fwhm_ratio,3,0.634,0.268,HIGH,10,50
03_Tracking_Error,median_fwhm_ratio,4,0.48,0.040000000000000036,LOW,10,50
03_Tracking_Error,median_fwhm_ratio,5,0.424,0.15200000000000002,LOW,10,50
03_Tracking_Error,median_hfr,1,0.676,0.3520000000000001,HIGH,10,50
03_Tracking_Error,median_hfr,2,0.65,0.30000000000000004,HIGH,10,50
03_Tracking_Error,median_hfr,3,0.618,0.236,HIGH,10,50
03_Tracking_Error,median_hfr,4,0.486,0.028000000000000025,LOW,10,50
03_Tracking_Error,median_hfr,5,0.75,0.5,HIGH,10,50
03_Tracking_Error,saturated_ratio,1,0.525,0.050000000000000044,HIGH,10,50
03_Tracking_Error,saturated_ratio,2,0.45,0.09999999999999998,LOW,10,50
03_Tracking_Error,saturated_ratio,3,0.488,0.02400000000000002,LOW,10,50
03_Tracking_Error,saturated_ratio,4,0.562,0.12400000000000011,HIGH,10,50
03_Tracking_Error,saturated_ratio,5,0.54,0.08000000000000007,HIGH,10,50
03_Tracking_Error,sharpness,1,0.492,0.016000000000000014,LOW,10,50
03_Tracking_Error,sharpness,2,0.63,0.26,HIGH,10,50
03_Tracking_Error,sharpness,3,0.452,0.09599999999999997,LOW,10,50
03_Tracking_Error,sharpness,4,0.586,0.17199999999999993,HIGH,10,50
03_Tracking_Error,sharpness,5,0.686,0.3720000000000001,HIGH,10,50
03_Tracking_Error,star_count,1,0.551,0.10200000000000009,HIGH,10,50
03_Tracking_Error,star_count,2,0.461,0.07799999999999996,LOW,10,50
03_Tracking_Error,star_count,3,0.703,0.4059999999999999,HIGH,10,50
03_Tracking_Error,star_count,4,0.413,0.17400000000000004,LOW,10,50
03_Tracking_Error,star_count,5,0.552,0.10400000000000009,HIGH,10,50
03_Tracking_Error,std_intensity,1,0.538,0.07600000000000007,HIGH,10,50
03_Tracking_Error,std_intensity,2,0.56,0.1200000000000001,HIGH,10,50
03_Tracking_Error,std_intensity,3,0.492,0.016000000000000014,LOW,10,50
03_Tracking_Error,std_intensity,4,0.62,0.24,HIGH,10,50
03_Tracking_Error,std_intensity,5,0.632,0.264,HIGH,10,50
03_Tracking_Error,streak_count,1,0.51,0.020000000000000018,HIGH,10,50
03_Tracking_Error,streak_count,2,0.45,0.09999999999999998,LOW,10,50
03_Tracking_Error,streak_count,3,0.44,0.12,LOW,10,50
03_Tracking_Error,streak_count,4,0.45,0.09999999999999998,LOW,10,50
03_Tracking_Error,streak_count,5,0.42,0.16000000000000003,LOW,10,50
03_Tracking_Error,valid_profile_count,1,0.551,0.10200000000000009,HIGH,10,50
03_Tracking_Error,valid_profile_count,2,0.461,0.07799999999999996,LOW,10,50
03_Tracking_Error,valid_profile_count,3,0.703,0.4059999999999999,HIGH,10,50
03_Tracking_Error,valid_profile_count,4,0.413,0.17400000000000004,LOW,10,50
03_Tracking_Error,valid_profile_count,5,0.552,0.10400000000000009,HIGH,10,50
04_Over_Saturated,axis_aligned_line_ratio,1,0.507,0.014000000000000012,HIGH,10,50
04_Over_Saturated,axis_aligned_line_ratio,2,0.404,0.19199999999999995,LOW,10,50
04_Over_Saturated,axis_aligned_line_ratio,3,0.46,0.07999999999999996,LOW,10,50
04_Over_Saturated,axis_aligned_line_ratio,4,0.603,0.20599999999999996,HIGH,10,50
04_Over_Saturated,axis_aligned_line_ratio,5,0.15,0.7,LOW,10,50
04_Over_Saturated,background_mad,1,0.046,0.908,LOW,10,50
04_Over_Saturated,background_mad,2,0.043,0.914,LOW,10,50
04_Over_Saturated,background_mad,3,0.043,0.914,LOW,10,50
04_Over_Saturated,background_mad,4,0.087,0.8260000000000001,LOW,10,50
04_Over_Saturated,background_mad,5,0.098,0.804,LOW,10,50
04_Over_Saturated,background_median,1,0.03,0.94,LOW,10,50
04_Over_Saturated,background_median,2,0.037,0.926,LOW,10,50
04_Over_Saturated,background_median,3,0.042,0.916,LOW,10,50
04_Over_Saturated,background_median,4,0.076,0.848,LOW,10,50
04_Over_Saturated,background_median,5,0.113,0.774,LOW,10,50
04_Over_Saturated,bright_area_ratio,1,0.938,0.8759999999999999,HIGH,10,50
04_Over_Saturated,bright_area_ratio,2,0.86,0.72,HIGH,10,50
04_Over_Saturated,bright_area_ratio,3,0.858,0.716,HIGH,10,50
04_Over_Saturated,bright_area_ratio,4,0.846,0.692,HIGH,10,50
04_Over_Saturated,bright_area_ratio,5,0.792,0.5840000000000001,HIGH,10,50
04_Over_Saturated,diagonal_line_ratio,1,0.238,0.524,LOW,10,50
04_Over_Saturated,diagonal_line_ratio,2,0.527,0.05400000000000005,HIGH,10,50
04_Over_Saturated,diagonal_line_ratio,3,0.184,0.632,LOW,10,50
04_Over_Saturated,diagonal_line_ratio,4,0.116,0.768,LOW,10,50
04_Over_Saturated,diagonal_line_ratio,5,0.286,0.42800000000000005,LOW,10,50
04_Over_Saturated,elongated_angle_consistency,1,0.626,0.252,HIGH,10,50
04_Over_Saturated,elongated_angle_consistency,2,0.535,0.07000000000000006,HIGH,10,50
04_Over_Saturated,elongated_angle_consistency,3,0.673,0.3460000000000001,HIGH,10,50
04_Over_Saturated,elongated_angle_consistency,4,0.533,0.06600000000000006,HIGH,10,50
04_Over_Saturated,elongated_angle_consistency,5,0.664,0.32800000000000007,HIGH,10,50
04_Over_Saturated,elongated_angle_std,1,0.375,0.25,LOW,10,50
04_Over_Saturated,elongated_angle_std,2,0.465,0.06999999999999995,LOW,10,50
04_Over_Saturated,elongated_angle_std,3,0.327,0.346,LOW,10,50
04_Over_Saturated,elongated_angle_std,4,0.467,0.06599999999999995,LOW,10,50
04_Over_Saturated,elongated_angle_std,5,0.336,0.32799999999999996,LOW,10,50
04_Over_Saturated,elongated_star_count,1,0.735,0.47,HIGH,10,50
04_Over_Saturated,elongated_star_count,2,0.728,0.45599999999999996,HIGH,10,50
04_Over_Saturated,elongated_star_count,3,0.667,0.3340000000000001,HIGH,10,50
04_Over_Saturated,elongated_star_count,4,0.61,0.21999999999999997,HIGH,10,50
04_Over_Saturated,elongated_star_count,5,0.736,0.472,HIGH,10,50
04_Over_Saturated,elongated_star_ratio,1,0.512,0.02400000000000002,HIGH,10,50
04_Over_Saturated,elongated_star_ratio,2,0.41,0.18000000000000005,LOW,10,50
04_Over_Saturated,elongated_star_ratio,3,0.384,0.23199999999999998,LOW,10,50
04_Over_Saturated,elongated_star_ratio,4,0.449,0.10199999999999998,LOW,10,50
04_Over_Saturated,elongated_star_ratio,5,0.549,0.09800000000000009,HIGH,10,50
04_Over_Saturated,line_angle_std,1,0.415,0.17000000000000004,LOW,10,50
04_Over_Saturated,line_angle_std,2,0.196,0.608,LOW,10,50
04_Over_Saturated,line_angle_std,3,0.164,0.6719999999999999,LOW,10,50
04_Over_Saturated,line_angle_std,4,0.218,0.5640000000000001,LOW,10,50
04_Over_Saturated,line_angle_std,5,0.416,0.16800000000000004,LOW,10,50
04_Over_Saturated,long_line_count,1,0.061,0.878,LOW,10,50
04_Over_Saturated,long_line_count,2,0.123,0.754,LOW,10,50
04_Over_Saturated,long_line_count,3,0.105,0.79,LOW,10,50
04_Over_Saturated,long_line_count,4,0.27,0.45999999999999996,LOW,10,50
04_Over_Saturated,long_line_count,5,0.21,0.5800000000000001,LOW,10,50
04_Over_Saturated,longest_line_ratio,1,0.065,0.87,LOW,10,50
04_Over_Saturated,longest_line_ratio,2,0.135,0.73,LOW,10,50
04_Over_Saturated,longest_line_ratio,3,0.056,0.888,LOW,10,50
04_Over_Saturated,longest_line_ratio,4,0.197,0.606,LOW,10,50
04_Over_Saturated,longest_line_ratio,5,0.155,0.69,LOW,10,50
04_Over_Saturated,max_aspect_ratio,1,0.827,0.6539999999999999,HIGH,10,50
04_Over_Saturated,max_aspect_ratio,2,0.804,0.6080000000000001,HIGH,10,50
04_Over_Saturated,max_aspect_ratio,3,0.748,0.496,HIGH,10,50
04_Over_Saturated,max_aspect_ratio,4,0.819,0.6379999999999999,HIGH,10,50
04_Over_Saturated,max_aspect_ratio,5,0.703,0.4059999999999999,HIGH,10,50
04_Over_Saturated,max_streak_area_ratio,1,0.42,0.16000000000000003,LOW,10,50
04_Over_Saturated,max_streak_area_ratio,2,0.43,0.14,LOW,10,50
04_Over_Saturated,max_streak_area_ratio,3,0.47,0.06000000000000005,LOW,10,50
04_Over_Saturated,max_streak_area_ratio,4,0.546,0.09200000000000008,HIGH,10,50
04_Over_Saturated,max_streak_area_ratio,5,0.392,0.21599999999999997,LOW,10,50
04_Over_Saturated,max_streak_aspect_ratio,1,0.516,0.03200000000000003,HIGH,10,50
04_Over_Saturated,max_streak_aspect_ratio,2,0.609,0.21799999999999997,HIGH,10,50
04_Over_Saturated,max_streak_aspect_ratio,3,0.448,0.10399999999999998,LOW,10,50
04_Over_Saturated,max_streak_aspect_ratio,4,0.495,0.010000000000000009,LOW,10,50
04_Over_Saturated,max_streak_aspect_ratio,5,0.26,0.48,LOW,10,50
04_Over_Saturated,max_streak_length_ratio,1,0.542,0.08400000000000007,HIGH,10,50
04_Over_Saturated,max_streak_length_ratio,2,0.496,0.008000000000000007,LOW,10,50
04_Over_Saturated,max_streak_length_ratio,3,0.548,0.09600000000000009,HIGH,10,50
04_Over_Saturated,max_streak_length_ratio,4,0.634,0.268,HIGH,10,50
04_Over_Saturated,max_streak_length_ratio,5,0.434,0.132,LOW,10,50
04_Over_Saturated,mean_aspect_ratio,1,0.572,0.1439999999999999,HIGH,10,50
04_Over_Saturated,mean_aspect_ratio,2,0.466,0.06799999999999995,LOW,10,50
04_Over_Saturated,mean_aspect_ratio,3,0.54,0.08000000000000007,HIGH,10,50
04_Over_Saturated,mean_aspect_ratio,4,0.586,0.17199999999999993,HIGH,10,50
04_Over_Saturated,mean_aspect_ratio,5,0.504,0.008000000000000007,HIGH,10,50
04_Over_Saturated,mean_circularity,1,0.834,0.6679999999999999,HIGH,10,50
04_Over_Saturated,mean_circularity,2,0.83,0.6599999999999999,HIGH,10,50
04_Over_Saturated,mean_circularity,3,0.834,0.6679999999999999,HIGH,10,50
04_Over_Saturated,mean_circularity,4,0.858,0.716,HIGH,10,50
04_Over_Saturated,mean_circularity,5,0.822,0.6439999999999999,HIGH,10,50
04_Over_Saturated,mean_fwhm,1,0.288,0.42400000000000004,LOW,10,50
04_Over_Saturated,mean_fwhm,2,0.282,0.43600000000000005,LOW,10,50
04_Over_Saturated,mean_fwhm,3,0.324,0.352,LOW,10,50
04_Over_Saturated,mean_fwhm,4,0.408,0.18400000000000005,LOW,10,50
04_Over_Saturated,mean_fwhm,5,0.428,0.14400000000000002,LOW,10,50
04_Over_Saturated,mean_hfr,1,0.236,0.528,LOW,10,50
04_Over_Saturated,mean_hfr,2,0.27,0.45999999999999996,LOW,10,50
04_Over_Saturated,mean_hfr,3,0.27,0.45999999999999996,LOW,10,50
04_Over_Saturated,mean_hfr,4,0.356,0.28800000000000003,LOW,10,50
04_Over_Saturated,mean_hfr,5,0.364,0.272,LOW,10,50
04_Over_Saturated,mean_hollowness,1,0.694,0.3879999999999999,HIGH,10,50
04_Over_Saturated,mean_hollowness,2,0.56,0.1200000000000001,HIGH,10,50
04_Over_Saturated,mean_hollowness,3,0.618,0.236,HIGH,10,50
04_Over_Saturated,mean_hollowness,4,0.7,0.3999999999999999,HIGH,10,50
04_Over_Saturated,mean_hollowness,5,0.686,0.3720000000000001,HIGH,10,50
04_Over_Saturated,mean_intensity,1,0.042,0.916,LOW,10,50
04_Over_Saturated,mean_intensity,2,0.034,0.9319999999999999,LOW,10,50
04_Over_Saturated,mean_intensity,3,0.042,0.916,LOW,10,50
04_Over_Saturated,mean_intensity,4,0.076,0.848,LOW,10,50
04_Over_Saturated,mean_intensity,5,0.102,0.796,LOW,10,50
04_Over_Saturated,mean_star_area,1,0.424,0.15200000000000002,LOW,10,50
04_Over_Saturated,mean_star_area,2,0.378,0.244,LOW,10,50
04_Over_Saturated,mean_star_area,3,0.492,0.016000000000000014,LOW,10,50
04_Over_Saturated,mean_star_area,4,0.538,0.07600000000000007,HIGH,10,50
04_Over_Saturated,mean_star_area,5,0.606,0.21199999999999997,HIGH,10,50
04_Over_Saturated,median_eccentricity,1,0.924,0.8480000000000001,HIGH,10,50
04_Over_Saturated,median_eccentricity,2,0.866,0.732,HIGH,10,50
04_Over_Saturated,median_eccentricity,3,0.876,0.752,HIGH,10,50
04_Over_Saturated,median_eccentricity,4,0.792,0.5840000000000001,HIGH,10,50
04_Over_Saturated,median_eccentricity,5,0.824,0.6479999999999999,HIGH,10,50
04_Over_Saturated,median_fwhm,1,0.248,0.504,LOW,10,50
04_Over_Saturated,median_fwhm,2,0.272,0.45599999999999996,LOW,10,50
04_Over_Saturated,median_fwhm,3,0.322,0.356,LOW,10,50
04_Over_Saturated,median_fwhm,4,0.374,0.252,LOW,10,50
04_Over_Saturated,median_fwhm,5,0.374,0.252,LOW,10,50
04_Over_Saturated,median_fwhm_ratio,1,0.906,0.812,HIGH,10,50
04_Over_Saturated,median_fwhm_ratio,2,0.866,0.732,HIGH,10,50
04_Over_Saturated,median_fwhm_ratio,3,0.876,0.752,HIGH,10,50
04_Over_Saturated,median_fwhm_ratio,4,0.792,0.5840000000000001,HIGH,10,50
04_Over_Saturated,median_fwhm_ratio,5,0.822,0.6439999999999999,HIGH,10,50
04_Over_Saturated,median_hfr,1,0.228,0.544,LOW,10,50
04_Over_Saturated,median_hfr,2,0.264,0.472,LOW,10,50
04_Over_Saturated,median_hfr,3,0.26,0.48,LOW,10,50
04_Over_Saturated,median_hfr,4,0.362,0.276,LOW,10,50
04_Over_Saturated,median_hfr,5,0.33,0.33999999999999997,LOW,10,50
04_Over_Saturated,saturated_ratio,1,0.081,0.838,LOW,10,50
04_Over_Saturated,saturated_ratio,2,0.164,0.6719999999999999,LOW,10,50
04_Over_Saturated,saturated_ratio,3,0.156,0.688,LOW,10,50
04_Over_Saturated,saturated_ratio,4,0.188,0.624,LOW,10,50
04_Over_Saturated,saturated_ratio,5,0.233,0.534,LOW,10,50
04_Over_Saturated,sharpness,1,0.036,0.928,LOW,10,50
04_Over_Saturated,sharpness,2,0.078,0.844,LOW,10,50
04_Over_Saturated,sharpness,3,0.054,0.892,LOW,10,50
04_Over_Saturated,sharpness,4,0.094,0.812,LOW,10,50
04_Over_Saturated,sharpness,5,0.11,0.78,LOW,10,50
04_Over_Saturated,star_count,1,0.888,0.776,HIGH,10,50
04_Over_Saturated,star_count,2,0.843,0.6859999999999999,HIGH,10,50
04_Over_Saturated,star_count,3,0.822,0.6439999999999999,HIGH,10,50
04_Over_Saturated,star_count,4,0.815,0.6299999999999999,HIGH,10,50
04_Over_Saturated,star_count,5,0.792,0.5840000000000001,HIGH,10,50
04_Over_Saturated,std_intensity,1,0.09,0.8200000000000001,LOW,10,50
04_Over_Saturated,std_intensity,2,0.11,0.78,LOW,10,50
04_Over_Saturated,std_intensity,3,0.068,0.864,LOW,10,50
04_Over_Saturated,std_intensity,4,0.1,0.8,LOW,10,50
04_Over_Saturated,std_intensity,5,0.086,0.8280000000000001,LOW,10,50
04_Over_Saturated,streak_count,1,0.51,0.020000000000000018,HIGH,10,50
04_Over_Saturated,streak_count,2,0.57,0.1399999999999999,HIGH,10,50
04_Over_Saturated,streak_count,3,0.56,0.1200000000000001,HIGH,10,50
04_Over_Saturated,streak_count,4,0.57,0.1399999999999999,HIGH,10,50
04_Over_Saturated,streak_count,5,0.42,0.16000000000000003,LOW,10,50
04_Over_Saturated,valid_profile_count,1,0.888,0.776,HIGH,10,50
04_Over_Saturated,valid_profile_count,2,0.843,0.6859999999999999,HIGH,10,50
04_Over_Saturated,valid_profile_count,3,0.822,0.6439999999999999,HIGH,10,50
04_Over_Saturated,valid_profile_count,4,0.815,0.6299999999999999,HIGH,10,50
04_Over_Saturated,valid_profile_count,5,0.792,0.5840000000000001,HIGH,10,50
05_No_Star,axis_aligned_line_ratio,1,0.516,0.03200000000000003,HIGH,10,50
05_No_Star,axis_aligned_line_ratio,2,0.484,0.03200000000000003,LOW,10,50
05_No_Star,axis_aligned_line_ratio,3,0.549,0.09800000000000009,HIGH,10,50
05_No_Star,axis_aligned_line_ratio,4,0.514,0.028000000000000025,HIGH,10,50
05_No_Star,axis_aligned_line_ratio,5,0.556,0.1120000000000001,HIGH,10,50
05_No_Star,background_mad,1,0.881,0.762,HIGH,10,50
05_No_Star,background_mad,2,0.901,0.802,HIGH,10,50
05_No_Star,background_mad,3,0.92,0.8400000000000001,HIGH,10,50
05_No_Star,background_mad,4,0.94,0.8799999999999999,HIGH,10,50
05_No_Star,background_mad,5,0.885,0.77,HIGH,10,50
05_No_Star,background_median,1,0.948,0.8959999999999999,HIGH,10,50
05_No_Star,background_median,2,0.921,0.8420000000000001,HIGH,10,50
05_No_Star,background_median,3,0.963,0.9259999999999999,HIGH,10,50
05_No_Star,background_median,4,0.992,0.984,HIGH,10,50
05_No_Star,background_median,5,0.901,0.802,HIGH,10,50
05_No_Star,bright_area_ratio,1,0.022,0.956,LOW,10,50
05_No_Star,bright_area_ratio,2,0.012,0.976,LOW,10,50
05_No_Star,bright_area_ratio,3,0.008,0.984,LOW,10,50
05_No_Star,bright_area_ratio,4,0.04,0.92,LOW,10,50
05_No_Star,bright_area_ratio,5,0.02,0.96,LOW,10,50
05_No_Star,diagonal_line_ratio,1,0.576,0.1519999999999999,HIGH,10,50
05_No_Star,diagonal_line_ratio,2,0.571,0.1419999999999999,HIGH,10,50
05_No_Star,diagonal_line_ratio,3,0.569,0.1379999999999999,HIGH,10,50
05_No_Star,diagonal_line_ratio,4,0.666,0.3320000000000001,HIGH,10,50
05_No_Star,diagonal_line_ratio,5,0.674,0.3480000000000001,HIGH,10,50
05_No_Star,elongated_angle_consistency,1,0.12,0.76,LOW,10,50
05_No_Star,elongated_angle_consistency,2,0.06,0.88,LOW,10,50
05_No_Star,elongated_angle_consistency,3,0.13,0.74,LOW,10,50
05_No_Star,elongated_angle_consistency,4,0.13,0.74,LOW,10,50
05_No_Star,elongated_angle_consistency,5,0.12,0.76,LOW,10,50
05_No_Star,elongated_angle_std,1,0.88,0.76,HIGH,10,50
05_No_Star,elongated_angle_std,2,0.94,0.8799999999999999,HIGH,10,50
05_No_Star,elongated_angle_std,3,0.87,0.74,HIGH,10,50
05_No_Star,elongated_angle_std,4,0.87,0.74,HIGH,10,50
05_No_Star,elongated_angle_std,5,0.88,0.76,HIGH,10,50
05_No_Star,elongated_star_count,1,0.08,0.84,LOW,10,50
05_No_Star,elongated_star_count,2,0.04,0.92,LOW,10,50
05_No_Star,elongated_star_count,3,0.03,0.94,LOW,10,50
05_No_Star,elongated_star_count,4,0.09,0.8200000000000001,LOW,10,50
05_No_Star,elongated_star_count,5,0.06,0.88,LOW,10,50
05_No_Star,elongated_star_ratio,1,0.08,0.84,LOW,10,50
05_No_Star,elongated_star_ratio,2,0.04,0.92,LOW,10,50
05_No_Star,elongated_star_ratio,3,0.03,0.94,LOW,10,50
