class_a,class_b,feature,fold,auc,strength,direction,n_a,n_b
01_Good,06_Satellite,axis_aligned_line_ratio,1,0.3,0.4,LOW,10,10
01_Good,06_Satellite,axis_aligned_line_ratio,2,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,axis_aligned_line_ratio,3,0.245,0.51,LOW,10,10
01_Good,06_Satellite,axis_aligned_line_ratio,4,0.49,0.020000000000000018,LOW,10,10
01_Good,06_Satellite,axis_aligned_line_ratio,5,0.31,0.38,LOW,10,10
01_Good,06_Satellite,background_mad,1,0.67,0.3400000000000001,HIGH,10,10
01_Good,06_Satellite,background_mad,2,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,background_mad,3,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,background_mad,4,0.43,0.14,LOW,10,10
01_Good,06_Satellite,background_mad,5,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,background_median,1,0.525,0.050000000000000044,HIGH,10,10
01_Good,06_Satellite,background_median,2,0.425,0.15000000000000002,LOW,10,10
01_Good,06_Satellite,background_median,3,0.64,0.28,HIGH,10,10
01_Good,06_Satellite,background_median,4,0.435,0.13,LOW,10,10
01_Good,06_Satellite,background_median,5,0.5,0.0,NONE,10,10
01_Good,06_Satellite,bright_area_ratio,1,0.39,0.21999999999999997,LOW,10,10
01_Good,06_Satellite,bright_area_ratio,2,0.48,0.040000000000000036,LOW,10,10
01_Good,06_Satellite,bright_area_ratio,3,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,bright_area_ratio,4,0.47,0.06000000000000005,LOW,10,10
01_Good,06_Satellite,bright_area_ratio,5,0.4,0.19999999999999996,LOW,10,10
01_Good,06_Satellite,diagonal_line_ratio,1,0.73,0.45999999999999996,HIGH,10,10
01_Good,06_Satellite,diagonal_line_ratio,2,0.44,0.12,LOW,10,10
01_Good,06_Satellite,diagonal_line_ratio,3,0.77,0.54,HIGH,10,10
01_Good,06_Satellite,diagonal_line_ratio,4,0.49,0.020000000000000018,LOW,10,10
01_Good,06_Satellite,diagonal_line_ratio,5,0.6,0.19999999999999996,HIGH,10,10
01_Good,06_Satellite,elongated_angle_consistency,1,0.24,0.52,LOW,10,10
01_Good,06_Satellite,elongated_angle_consistency,2,0.24,0.52,LOW,10,10
01_Good,06_Satellite,elongated_angle_consistency,3,0.48,0.040000000000000036,LOW,10,10
01_Good,06_Satellite,elongated_angle_consistency,4,0.28,0.43999999999999995,LOW,10,10
01_Good,06_Satellite,elongated_angle_consistency,5,0.325,0.35,LOW,10,10
01_Good,06_Satellite,elongated_angle_std,1,0.76,0.52,HIGH,10,10
01_Good,06_Satellite,elongated_angle_std,2,0.76,0.52,HIGH,10,10
01_Good,06_Satellite,elongated_angle_std,3,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,elongated_angle_std,4,0.72,0.43999999999999995,HIGH,10,10
01_Good,06_Satellite,elongated_angle_std,5,0.675,0.3500000000000001,HIGH,10,10
01_Good,06_Satellite,elongated_radial_alignment,1,0.36,0.28,LOW,10,10
01_Good,06_Satellite,elongated_radial_alignment,2,0.43,0.14,LOW,10,10
01_Good,06_Satellite,elongated_radial_alignment,3,0.47,0.06000000000000005,LOW,10,10
01_Good,06_Satellite,elongated_radial_alignment,4,0.38,0.24,LOW,10,10
01_Good,06_Satellite,elongated_radial_alignment,5,0.22,0.56,LOW,10,10
01_Good,06_Satellite,elongated_star_count,1,0.43,0.14,LOW,10,10
01_Good,06_Satellite,elongated_star_count,2,0.485,0.030000000000000027,LOW,10,10
01_Good,06_Satellite,elongated_star_count,3,0.495,0.010000000000000009,LOW,10,10
01_Good,06_Satellite,elongated_star_count,4,0.43,0.14,LOW,10,10
01_Good,06_Satellite,elongated_star_count,5,0.445,0.10999999999999999,LOW,10,10
01_Good,06_Satellite,elongated_star_ratio,1,0.34,0.31999999999999995,LOW,10,10
01_Good,06_Satellite,elongated_star_ratio,2,0.4,0.19999999999999996,LOW,10,10
01_Good,06_Satellite,elongated_star_ratio,3,0.44,0.12,LOW,10,10
01_Good,06_Satellite,elongated_star_ratio,4,0.3,0.4,LOW,10,10
01_Good,06_Satellite,elongated_star_ratio,5,0.48,0.040000000000000036,LOW,10,10
01_Good,06_Satellite,line_angle_std,1,0.25,0.5,LOW,10,10
01_Good,06_Satellite,line_angle_std,2,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,line_angle_std,3,0.22,0.56,LOW,10,10
01_Good,06_Satellite,line_angle_std,4,0.55,0.10000000000000009,HIGH,10,10
01_Good,06_Satellite,line_angle_std,5,0.53,0.06000000000000005,HIGH,10,10
01_Good,06_Satellite,long_line_count,1,0.725,0.44999999999999996,HIGH,10,10
01_Good,06_Satellite,long_line_count,2,0.515,0.030000000000000027,HIGH,10,10
01_Good,06_Satellite,long_line_count,3,0.345,0.31000000000000005,LOW,10,10
01_Good,06_Satellite,long_line_count,4,0.8,0.6000000000000001,HIGH,10,10
01_Good,06_Satellite,long_line_count,5,0.6,0.19999999999999996,HIGH,10,10
01_Good,06_Satellite,longest_line_ratio,1,0.555,0.1100000000000001,HIGH,10,10
01_Good,06_Satellite,longest_line_ratio,2,0.605,0.20999999999999996,HIGH,10,10
01_Good,06_Satellite,longest_line_ratio,3,0.385,0.22999999999999998,LOW,10,10
01_Good,06_Satellite,longest_line_ratio,4,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,longest_line_ratio,5,0.605,0.20999999999999996,HIGH,10,10
01_Good,06_Satellite,max_aspect_ratio,1,0.305,0.39,LOW,10,10
01_Good,06_Satellite,max_aspect_ratio,2,0.44,0.12,LOW,10,10
01_Good,06_Satellite,max_aspect_ratio,3,0.49,0.020000000000000018,LOW,10,10
01_Good,06_Satellite,max_aspect_ratio,4,0.425,0.15000000000000002,LOW,10,10
01_Good,06_Satellite,max_aspect_ratio,5,0.465,0.06999999999999995,LOW,10,10
01_Good,06_Satellite,max_streak_area_ratio,1,0.41,0.18000000000000005,LOW,10,10
01_Good,06_Satellite,max_streak_area_ratio,2,0.43,0.14,LOW,10,10
01_Good,06_Satellite,max_streak_area_ratio,3,0.3,0.4,LOW,10,10
01_Good,06_Satellite,max_streak_area_ratio,4,0.36,0.28,LOW,10,10
01_Good,06_Satellite,max_streak_area_ratio,5,0.28,0.43999999999999995,LOW,10,10
01_Good,06_Satellite,max_streak_aspect_ratio,1,0.0,1.0,LOW,10,10
01_Good,06_Satellite,max_streak_aspect_ratio,2,0.1,0.8,LOW,10,10
01_Good,06_Satellite,max_streak_aspect_ratio,3,0.01,0.98,LOW,10,10
01_Good,06_Satellite,max_streak_aspect_ratio,4,0.24,0.52,LOW,10,10
01_Good,06_Satellite,max_streak_aspect_ratio,5,0.01,0.98,LOW,10,10
01_Good,06_Satellite,max_streak_length_ratio,1,0.06,0.88,LOW,10,10
01_Good,06_Satellite,max_streak_length_ratio,2,0.09,0.8200000000000001,LOW,10,10
01_Good,06_Satellite,max_streak_length_ratio,3,0.03,0.94,LOW,10,10
01_Good,06_Satellite,max_streak_length_ratio,4,0.08,0.84,LOW,10,10
01_Good,06_Satellite,max_streak_length_ratio,5,0.02,0.96,LOW,10,10
01_Good,06_Satellite,mean_aspect_ratio,1,0.32,0.36,LOW,10,10
01_Good,06_Satellite,mean_aspect_ratio,2,0.33,0.33999999999999997,LOW,10,10
01_Good,06_Satellite,mean_aspect_ratio,3,0.49,0.020000000000000018,LOW,10,10
01_Good,06_Satellite,mean_aspect_ratio,4,0.3,0.4,LOW,10,10
01_Good,06_Satellite,mean_aspect_ratio,5,0.54,0.08000000000000007,HIGH,10,10
01_Good,06_Satellite,mean_circularity,1,0.57,0.1399999999999999,HIGH,10,10
01_Good,06_Satellite,mean_circularity,2,0.67,0.3400000000000001,HIGH,10,10
01_Good,06_Satellite,mean_circularity,3,0.6,0.19999999999999996,HIGH,10,10
01_Good,06_Satellite,mean_circularity,4,0.64,0.28,HIGH,10,10
01_Good,06_Satellite,mean_circularity,5,0.72,0.43999999999999995,HIGH,10,10
01_Good,06_Satellite,mean_fwhm,1,0.34,0.31999999999999995,LOW,10,10
01_Good,06_Satellite,mean_fwhm,2,0.53,0.06000000000000005,HIGH,10,10
01_Good,06_Satellite,mean_fwhm,3,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,mean_fwhm,4,0.3,0.4,LOW,10,10
01_Good,06_Satellite,mean_fwhm,5,0.44,0.12,LOW,10,10
01_Good,06_Satellite,mean_hfr,1,0.33,0.33999999999999997,LOW,10,10
01_Good,06_Satellite,mean_hfr,2,0.46,0.07999999999999996,LOW,10,10
01_Good,06_Satellite,mean_hfr,3,0.43,0.14,LOW,10,10
01_Good,06_Satellite,mean_hfr,4,0.25,0.5,LOW,10,10
01_Good,06_Satellite,mean_hfr,5,0.34,0.31999999999999995,LOW,10,10
01_Good,06_Satellite,mean_hollowness,1,0.5,0.0,NONE,10,10
01_Good,06_Satellite,mean_hollowness,2,0.63,0.26,HIGH,10,10
01_Good,06_Satellite,mean_hollowness,3,0.535,0.07000000000000006,HIGH,10,10
01_Good,06_Satellite,mean_hollowness,4,0.525,0.050000000000000044,HIGH,10,10
01_Good,06_Satellite,mean_hollowness,5,0.695,0.3899999999999999,HIGH,10,10
01_Good,06_Satellite,mean_intensity,1,0.54,0.08000000000000007,HIGH,10,10
01_Good,06_Satellite,mean_intensity,2,0.43,0.14,LOW,10,10
01_Good,06_Satellite,mean_intensity,3,0.64,0.28,HIGH,10,10
01_Good,06_Satellite,mean_intensity,4,0.44,0.12,LOW,10,10
01_Good,06_Satellite,mean_intensity,5,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,mean_star_area,1,0.3,0.4,LOW,10,10
01_Good,06_Satellite,mean_star_area,2,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,mean_star_area,3,0.47,0.06000000000000005,LOW,10,10
01_Good,06_Satellite,mean_star_area,4,0.45,0.09999999999999998,LOW,10,10
01_Good,06_Satellite,mean_star_area,5,0.46,0.07999999999999996,LOW,10,10
01_Good,06_Satellite,median_eccentricity,1,0.43,0.14,LOW,10,10
01_Good,06_Satellite,median_eccentricity,2,0.27,0.45999999999999996,LOW,10,10
01_Good,06_Satellite,median_eccentricity,3,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,median_eccentricity,4,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,median_eccentricity,5,0.39,0.21999999999999997,LOW,10,10
01_Good,06_Satellite,median_fwhm,1,0.4,0.19999999999999996,LOW,10,10
01_Good,06_Satellite,median_fwhm,2,0.63,0.26,HIGH,10,10
01_Good,06_Satellite,median_fwhm,3,0.54,0.08000000000000007,HIGH,10,10
01_Good,06_Satellite,median_fwhm,4,0.36,0.28,LOW,10,10
01_Good,06_Satellite,median_fwhm,5,0.49,0.020000000000000018,LOW,10,10
01_Good,06_Satellite,median_fwhm_ratio,1,0.43,0.14,LOW,10,10
01_Good,06_Satellite,median_fwhm_ratio,2,0.3,0.4,LOW,10,10
01_Good,06_Satellite,median_fwhm_ratio,3,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,median_fwhm_ratio,4,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,median_fwhm_ratio,5,0.39,0.21999999999999997,LOW,10,10
01_Good,06_Satellite,median_hfr,1,0.37,0.26,LOW,10,10
01_Good,06_Satellite,median_hfr,2,0.55,0.10000000000000009,HIGH,10,10
01_Good,06_Satellite,median_hfr,3,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,median_hfr,4,0.31,0.38,LOW,10,10
01_Good,06_Satellite,median_hfr,5,0.42,0.16000000000000003,LOW,10,10
01_Good,06_Satellite,saturated_ratio,1,0.66,0.32000000000000006,HIGH,10,10
01_Good,06_Satellite,saturated_ratio,2,0.46,0.07999999999999996,LOW,10,10
01_Good,06_Satellite,saturated_ratio,3,0.51,0.020000000000000018,HIGH,10,10
01_Good,06_Satellite,saturated_ratio,4,0.455,0.08999999999999997,LOW,10,10
01_Good,06_Satellite,saturated_ratio,5,0.355,0.29000000000000004,LOW,10,10
01_Good,06_Satellite,sharpness,1,0.61,0.21999999999999997,HIGH,10,10
01_Good,06_Satellite,sharpness,2,0.49,0.020000000000000018,LOW,10,10
01_Good,06_Satellite,sharpness,3,0.44,0.12,LOW,10,10
01_Good,06_Satellite,sharpness,4,0.48,0.040000000000000036,LOW,10,10
01_Good,06_Satellite,sharpness,5,0.56,0.1200000000000001,HIGH,10,10
01_Good,06_Satellite,star_count,1,0.56,0.1200000000000001,HIGH,10,10
01_Good,06_Satellite,star_count,2,0.5,0.0,NONE,10,10
01_Good,06_Satellite,star_count,3,0.55,0.10000000000000009,HIGH,10,10
01_Good,06_Satellite,star_count,4,0.53,0.06000000000000005,HIGH,10,10
01_Good,06_Satellite,star_count,5,0.41,0.18000000000000005,LOW,10,10
01_Good,06_Satellite,std_intensity,1,0.67,0.3400000000000001,HIGH,10,10
01_Good,06_Satellite,std_intensity,2,0.52,0.040000000000000036,HIGH,10,10
01_Good,06_Satellite,std_intensity,3,0.56,0.1200000000000001,HIGH,10,10
01_Good,06_Satellite,std_intensity,4,0.46,0.07999999999999996,LOW,10,10
01_Good,06_Satellite,std_intensity,5,0.53,0.06000000000000005,HIGH,10,10
01_Good,06_Satellite,streak_count,1,0.15,0.7,LOW,10,10
01_Good,06_Satellite,streak_count,2,0.15,0.7,LOW,10,10
01_Good,06_Satellite,streak_count,3,0.1,0.8,LOW,10,10
01_Good,06_Satellite,streak_count,4,0.15,0.7,LOW,10,10
01_Good,06_Satellite,streak_count,5,0.1,0.8,LOW,10,10
01_Good,06_Satellite,valid_profile_count,1,0.56,0.1200000000000001,HIGH,10,10
01_Good,06_Satellite,valid_profile_count,2,0.5,0.0,NONE,10,10
01_Good,06_Satellite,valid_profile_count,3,0.55,0.10000000000000009,HIGH,10,10
01_Good,06_Satellite,valid_profile_count,4,0.53,0.06000000000000005,HIGH,10,10
01_Good,06_Satellite,valid_profile_count,5,0.41,0.18000000000000005,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,axis_aligned_line_ratio,1,0.52,0.040000000000000036,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,axis_aligned_line_ratio,2,0.66,0.32000000000000006,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,axis_aligned_line_ratio,3,0.595,0.18999999999999995,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,axis_aligned_line_ratio,4,0.68,0.3600000000000001,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,axis_aligned_line_ratio,5,0.67,0.3400000000000001,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,background_mad,1,0.195,0.61,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_mad,2,0.245,0.51,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_mad,3,0.36,0.28,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_mad,4,0.255,0.49,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_mad,5,0.155,0.69,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_median,1,0.225,0.55,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_median,2,0.22,0.56,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_median,3,0.28,0.43999999999999995,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_median,4,0.225,0.55,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,background_median,5,0.16,0.6799999999999999,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,bright_area_ratio,1,0.435,0.13,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,bright_area_ratio,2,0.69,0.3799999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,bright_area_ratio,3,0.38,0.24,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,bright_area_ratio,4,0.71,0.41999999999999993,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,bright_area_ratio,5,0.545,0.09000000000000008,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,diagonal_line_ratio,1,0.2,0.6,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,diagonal_line_ratio,2,0.18,0.64,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,diagonal_line_ratio,3,0.385,0.22999999999999998,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,diagonal_line_ratio,4,0.31,0.38,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,diagonal_line_ratio,5,0.15,0.7,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_consistency,1,0.42,0.16000000000000003,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_consistency,2,0.385,0.22999999999999998,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_consistency,3,0.39,0.21999999999999997,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_consistency,4,0.58,0.15999999999999992,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_consistency,5,0.48,0.040000000000000036,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_std,1,0.58,0.15999999999999992,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_std,2,0.615,0.22999999999999998,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_std,3,0.61,0.21999999999999997,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_std,4,0.42,0.16000000000000003,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_angle_std,5,0.52,0.040000000000000036,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_radial_alignment,1,0.4,0.19999999999999996,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_radial_alignment,2,0.59,0.17999999999999994,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_radial_alignment,3,0.4,0.19999999999999996,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_radial_alignment,4,0.49,0.020000000000000018,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_radial_alignment,5,0.57,0.1399999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_count,1,0.415,0.17000000000000004,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_count,2,0.565,0.1299999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_count,3,0.355,0.29000000000000004,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_count,4,0.645,0.29000000000000004,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_count,5,0.495,0.010000000000000009,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_ratio,1,0.68,0.3600000000000001,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_ratio,2,0.565,0.1299999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_ratio,3,0.525,0.050000000000000044,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_ratio,4,0.6,0.19999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,elongated_star_ratio,5,0.63,0.26,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,line_angle_std,1,0.54,0.08000000000000007,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,line_angle_std,2,0.62,0.24,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,line_angle_std,3,0.605,0.20999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,line_angle_std,4,0.47,0.06000000000000005,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,line_angle_std,5,0.62,0.24,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,long_line_count,1,0.57,0.1399999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,long_line_count,2,0.475,0.050000000000000044,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,long_line_count,3,0.635,0.27,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,long_line_count,4,0.595,0.18999999999999995,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,long_line_count,5,0.475,0.050000000000000044,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,longest_line_ratio,1,0.445,0.10999999999999999,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,longest_line_ratio,2,0.33,0.33999999999999997,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,longest_line_ratio,3,0.435,0.13,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,longest_line_ratio,4,0.495,0.010000000000000009,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,longest_line_ratio,5,0.29,0.42000000000000004,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_aspect_ratio,1,0.495,0.010000000000000009,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_aspect_ratio,2,0.725,0.44999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,max_aspect_ratio,3,0.45,0.09999999999999998,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_aspect_ratio,4,0.635,0.27,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,max_aspect_ratio,5,0.515,0.030000000000000027,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_area_ratio,1,0.44,0.12,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_area_ratio,2,0.49,0.020000000000000018,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_area_ratio,3,0.55,0.10000000000000009,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_area_ratio,4,0.36,0.28,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_area_ratio,5,0.49,0.020000000000000018,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_aspect_ratio,1,0.25,0.5,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_aspect_ratio,2,0.07,0.86,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_aspect_ratio,3,0.27,0.45999999999999996,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_aspect_ratio,4,0.21,0.5800000000000001,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_aspect_ratio,5,0.43,0.14,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_length_ratio,1,0.28,0.43999999999999995,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_length_ratio,2,0.26,0.48,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_length_ratio,3,0.4,0.19999999999999996,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_length_ratio,4,0.23,0.54,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,max_streak_length_ratio,5,0.33,0.33999999999999997,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_aspect_ratio,1,0.655,0.31000000000000005,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_aspect_ratio,2,0.6,0.19999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_aspect_ratio,3,0.51,0.020000000000000018,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_aspect_ratio,4,0.54,0.08000000000000007,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_aspect_ratio,5,0.495,0.010000000000000009,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_circularity,1,0.295,0.41000000000000003,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_circularity,2,0.58,0.15999999999999992,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_circularity,3,0.35,0.30000000000000004,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_circularity,4,0.46,0.07999999999999996,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_circularity,5,0.375,0.25,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_fwhm,1,0.495,0.010000000000000009,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_fwhm,2,0.53,0.06000000000000005,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_fwhm,3,0.41,0.18000000000000005,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_fwhm,4,0.6,0.19999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_fwhm,5,0.3,0.4,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hfr,1,0.375,0.25,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hfr,2,0.37,0.26,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hfr,3,0.37,0.26,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hfr,4,0.6,0.19999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hfr,5,0.21,0.5800000000000001,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hollowness,1,0.6,0.19999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hollowness,2,0.82,0.6399999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hollowness,3,0.63,0.26,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hollowness,4,0.69,0.3799999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_hollowness,5,0.695,0.3899999999999999,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_intensity,1,0.2,0.6,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_intensity,2,0.21,0.5800000000000001,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_intensity,3,0.28,0.43999999999999995,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_intensity,4,0.23,0.54,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_intensity,5,0.16,0.6799999999999999,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_star_area,1,0.545,0.09000000000000008,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_star_area,2,0.61,0.21999999999999997,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_star_area,3,0.49,0.020000000000000018,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,mean_star_area,4,0.64,0.28,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,mean_star_area,5,0.445,0.10999999999999999,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,median_eccentricity,1,0.545,0.09000000000000008,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,median_eccentricity,2,0.49,0.020000000000000018,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,median_eccentricity,3,0.37,0.26,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,median_eccentricity,4,0.62,0.24,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,median_eccentricity,5,0.73,0.45999999999999996,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm,1,0.495,0.010000000000000009,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm,2,0.65,0.30000000000000004,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm,3,0.47,0.06000000000000005,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm,4,0.65,0.30000000000000004,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm,5,0.33,0.33999999999999997,LOW,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm_ratio,1,0.585,0.16999999999999993,HIGH,10,10
02_Out_of_Focus,03_Tracking_Error,median_fwhm_ratio,2,0.49,0.020000000000000018,LOW,10,10
